scenario	context	arm	recorded_optimum	recomputed	relative
lower_task	CO:HCT-15	magnitude_g0.80	422.7396742604688	422.7396747832088	1.2365529258489439e-09
lower_task	CO:HCT-15	magnitude_g0.50	412.9023196071112	412.9023201200136	1.2421881651866432e-09
lower_task	CO:HCT-15	magnitude_g1.00	429.028180720029	429.02818124905775	1.2330862232643602e-09
half_serum	CNS:SNB-75	magnitude_g2.00	418.7497475630915	418.7497480818413	1.2388062404042423e-09
half_serum	CNS:SNB-75	magnitude_g1.00	393.28129867427174	393.281299167553	1.2542708713110763e-09
half_serum	CNS:SNB-75	magnitude_g0.80	387.0831784635723	387.08317895065557	1.2583425692368158e-09
half_serum	CNS:SNB-75	magnitude_g1.25	400.3506167169464	400.3506172172973	1.249781888957157e-09
half_serum	CNS:SNB-75	magnitude_g0.50	377.3700052319871	377.37000570935703	1.2649917718676278e-09
half_serum	CNS:SNB-75	ordinal	184.8380714704856	184.83807175532382	1.5410149006419072e-09
primary	ME:M14	magnitude_g1.25	1016.6366354043772	1016.6366365210139	1.098363592938069e-09
primary	ME:M14	magnitude_g0.80	1000.1041437994752	1000.1041448995802	1.0999904525696533e-09
primary	ME:M14	magnitude_g1.00	1007.5916107979465	1007.5916119055385	1.0992469153873016e-09
primary	ME:M14	ordinal	769.5744372299561	769.5744380995304	1.129941851557382e-09
primary	ME:M14	magnitude_g2.00	1040.6056828843853	1040.6056840249908	1.0960976955114999e-09
primary	ME:M14	magnitude_g0.50	988.5456496763255	988.5456507648705	1.101158040998046e-09
half_serum	LC:EKVX	magnitude_g2.00	424.0539204042662	424.0539209283201	1.235819058591841e-09
half_serum	LC:EKVX	magnitude_g1.25	405.94253729003435	405.9425377959771	1.2463408101633896e-09
half_serum	LC:EKVX	magnitude_g1.00	399.0328029654233	399.03280346445604	1.2506058334395323e-09
half_serum	LC:EKVX	magnitude_g0.80	393.15164175220497	393.1516422453567	1.2543550086909458e-09
half_serum	LC:EKVX	magnitude_g0.50	383.98239015351544	383.9823906374982	1.2604296089317147e-09
half_serum	LC:EKVX	ordinal	217.96471334116072	217.9647136591255	1.4587901473236864e-09
lower_task	CNS:U251	magnitude_g2.00	453.29629404337635	453.2962945966727	1.2206063422286674e-09
lower_task	CNS:U251	magnitude_g0.50	409.57129477179166	409.57129528136284	1.2441574554254189e-09
lower_task	CNS:U251	ordinal	216.30642037799117	216.30642069429786	1.4623083384539253e-09
lower_task	CNS:U251	magnitude_g1.00	426.6901047807285	426.69010530741855	1.2343619511085453e-09
lower_task	CNS:U251	magnitude_g1.25	433.9963996825755	433.99640021657206	1.2304170495883026e-09
lower_task	CNS:U251	magnitude_g0.80	420.1172303380457	420.117230858163	1.2380289238741362e-09
half_serum	ME:LOX IMVI	magnitude_g0.50	378.20452921121387	378.2045296894185	1.2644074922318e-09
half_serum	ME:LOX IMVI	magnitude_g1.25	401.40286108090845	401.4028615823113	1.249126217290769e-09
half_serum	ME:LOX IMVI	magnitude_g1.00	394.28800961252114	394.2880101068091	1.2536216219009734e-09
half_serum	ME:LOX IMVI	magnitude_g0.80	388.0295333554562	388.02953384348586	1.2577127312966027e-09
half_serum	ME:LOX IMVI	magnitude_g2.00	419.98470245945936	419.9847029794443	1.2381045025026332e-09
half_serum	ME:LOX IMVI	ordinal	211.75269930834733	211.75269962009992	1.472248464510626e-09
half_serum	LC:NCI-H522	ordinal	205.89601635266345	205.89601665855972	1.4856832598397838e-09
half_serum	LC:NCI-H522	magnitude_g1.25	402.9974759625707	402.99747646556847	1.2481411922411167e-09
half_serum	LC:NCI-H522	magnitude_g0.80	388.907991190373	388.90799167928134	1.2571310541835707e-09
half_serum	LC:NCI-H522	magnitude_g0.50	378.5468692088006	378.5468696873474	1.2641678476141976e-09
half_serum	LC:NCI-H522	magnitude_g1.00	395.3654843777859	395.36548487315144	1.25293070430134e-09
half_serum	LC:NCI-H522	magnitude_g2.00	422.2164517397008	422.2164522619171	1.2368449417579713e-09
primary	OV:OVCAR-4	magnitude_g1.00	975.9490694142329	975.9490704901825	1.1024649338815735e-09
primary	OV:OVCAR-4	ordinal	704.0696739474024	704.0696747514725	1.1420319390759596e-09
primary	OV:OVCAR-4	magnitude_g0.50	951.4649585275574	951.4649595790233	1.1051020910451394e-09
primary	OV:OVCAR-4	magnitude_g0.80	966.4273324915915	966.4273335580186	1.1034736572689223e-09
primary	OV:OVCAR-4	magnitude_g1.25	987.4087571611901	987.4087582485993	1.101275574024033e-09
primary	OV:OVCAR-4	magnitude_g2.00	1018.3263935457258	1018.3263946640519	1.098200120078088e-09
lower_task	CNS:SNB-75	magnitude_g2.00	457.7252012574266	457.72520181515193	1.218472003966388e-09
lower_task	CNS:SNB-75	ordinal	202.1464300281875	202.1464303303339	1.494690843985269e-09
lower_task	CNS:SNB-75	magnitude_g1.25	440.04587391967596	440.04587445972163	1.2272485841620876e-09
lower_task	CNS:SNB-75	magnitude_g0.80	427.4247081005184	427.42470862794346	1.2339601864595602e-09
lower_task	CNS:SNB-75	magnitude_g1.00	433.32574718165813	433.32574771516215	1.2311846800584794e-09
lower_task	CNS:SNB-75	magnitude_g0.50	417.66405262578616	417.6640531434505	1.2394275142134481e-09
lower_task	LE:MOLT-4	magnitude_g0.50	420.8215874662504	420.8215879870722	1.2376308997017026e-09
lower_task	LE:MOLT-4	magnitude_g1.00	437.388348825647	437.38834936303533	1.2286298001129452e-09
lower_task	LE:MOLT-4	magnitude_g2.00	462.7530876894823	462.7530882522358	1.216098821750978e-09
lower_task	LE:MOLT-4	magnitude_g0.80	431.15200286496537	431.15200339611755	1.2319371782191592e-09
lower_task	LE:MOLT-4	magnitude_g1.25	444.5328052028671	444.53280574739983	1.2249550951372494e-09
lower_task	LE:MOLT-4	ordinal	233.30266833883073	233.30266867213368	1.4286289653588662e-09
lower_task	RE:CAKI-1	magnitude_g2.00	458.24431951391756	458.2443200721624	1.218225325387954e-09
lower_task	RE:CAKI-1	magnitude_g0.80	428.6021438750521	428.6021444036546	1.2333175058441192e-09
lower_task	RE:CAKI-1	ordinal	206.8558797486964	206.85588005555206	1.483427342549672e-09
lower_task	RE:CAKI-1	magnitude_g0.50	419.6026776176045	419.6026781372071	1.2383204234271757e-09
lower_task	RE:CAKI-1	magnitude_g1.00	434.09836956215577	434.0983700962546	1.2303635958794742e-09
lower_task	RE:CAKI-1	magnitude_g1.25	440.6236444305153	440.62364497231937	1.229630041196692e-09
half_serum	CO:SW-620	ordinal	202.11064547761146	202.11064577972235	1.4947797047341509e-09
half_serum	CO:SW-620	magnitude_g0.80	386.6741066028252	386.6741070894991	1.258615209879771e-09
half_serum	CO:SW-620	magnitude_g1.00	392.7857034757764	392.78570396856225	1.254592072876019e-09
half_serum	CO:SW-620	magnitude_g2.00	420.0917352703024	420.09173579039464	1.2380443864101e-09
half_serum	CO:SW-620	magnitude_g1.25	400.14671703388706	400.1467175340336	1.2499078957308773e-09
half_serum	CO:SW-620	magnitude_g0.50	376.48405938195384	376.48405985843823	1.265616368267714e-09
primary	BR:MCF7	magnitude_g0.50	994.2156587345079	994.2156598287237	1.1005819457519841e-09
primary	BR:MCF7	magnitude_g1.25	1020.2500968107452	1020.2500979309948	1.098014730682078e-09
primary	BR:MCF7	magnitude_g2.00	1043.4578761872285	1043.4578773306878	1.0958365297163768e-09
primary	BR:MCF7	magnitude_g0.80	1004.8468055955011	1004.8468067003478	1.0995175127493188e-09
primary	BR:MCF7	magnitude_g1.00	1011.7947540411592	1011.7947551529536	1.098833928181167e-09
primary	BR:MCF7	ordinal	767.8847037399925	767.8847046078783	1.1302294255556281e-09
half_serum	LE:CCRF-CEM	ordinal	199.18562818788567	199.1856284870711	1.5020433308409621e-09
half_serum	LE:CCRF-CEM	magnitude_g2.00	424.3843475625656	424.3843480869501	1.235635859432742e-09
half_serum	LE:CCRF-CEM	magnitude_g0.50	382.50955188594406	382.50955236845374	1.2614317061602597e-09
half_serum	LE:CCRF-CEM	magnitude_g0.80	392.4604870962361	392.4604875886966	1.2548027921925345e-09
half_serum	LE:CCRF-CEM	magnitude_g1.25	406.00105499812713	406.0010555041281	1.2463045409305427e-09
half_serum	LE:CCRF-CEM	magnitude_g1.00	398.69374871563787	398.6937492143315	1.250818767266521e-09
primary	BR:BT-549	magnitude_g0.80	991.2690839634007	991.2690850546703	1.1008813120896758e-09
primary	BR:BT-549	magnitude_g2.00	1036.1322722013379	1036.13227333747	1.0965126477928153e-09
primary	BR:BT-549	magnitude_g1.25	1009.4337767221426	1009.4337778315769	1.099065922826186e-09
primary	BR:BT-549	ordinal	763.0492793380936	763.0492802011424	1.1310525769254572e-09
primary	BR:BT-549	magnitude_g1.00	999.5268960948108	999.5268971943375	1.1000471214003071e-09
primary	BR:BT-549	magnitude_g0.50	978.49954374948	978.4995448279794	1.1021971359815864e-09
lower_task	RE:SN12C	magnitude_g1.25	439.0451717677716	439.0451723068166	1.2277666145792113e-09
lower_task	RE:SN12C	ordinal	237.67301751617453	237.67301785384768	1.4207467070532471e-09
lower_task	RE:SN12C	magnitude_g2.00	458.1402719782184	458.1402725363585	1.2182734498747976e-09
lower_task	RE:SN12C	magnitude_g0.80	425.902462613053	425.9024631389555	1.2347956813970163e-09
lower_task	RE:SN12C	magnitude_g0.50	416.6202178990922	416.6202184157126	1.2400271684847579e-09
lower_task	RE:SN12C	magnitude_g1.00	431.88281458680547	431.8828151186884	1.2315446292873366e-09
lower_task	OV:OVCAR-8	magnitude_g2.00	460.4946687339201	460.4946692944153	1.2171589540815418e-09
lower_task	OV:OVCAR-8	magnitude_g0.50	419.91448496646603	419.9144854863805	1.2381436789431493e-09
lower_task	OV:OVCAR-8	magnitude_g1.00	434.77120470255335	434.7712052373241	1.230005049115719e-09
lower_task	OV:OVCAR-8	magnitude_g1.25	441.7160316257342	441.7160321674504	1.2263901496488318e-09
lower_task	OV:OVCAR-8	magnitude_g0.80	429.04106201517527	429.0410625442162	1.2330775544998159e-09
lower_task	OV:OVCAR-8	ordinal	229.94750433515148	229.94750466509907	1.434882267193245e-09
primary	OV:SK-OV-3	magnitude_g0.50	985.0410718935262	985.041072978568	1.1015192788302484e-09
primary	OV:SK-OV-3	magnitude_g0.80	997.0186528506641	997.0186539476822	1.100298442675605e-09
primary	OV:SK-OV-3	ordinal	750.775451970357	750.7754528211332	1.1331965236449035e-09
primary	OV:SK-OV-3	magnitude_g1.25	1013.9871960819971	1013.9871971959857	1.0986219198512325e-09
primary	OV:SK-OV-3	magnitude_g2.00	1039.060524086959	1039.0605252260198	1.0962409674794418e-09
primary	OV:SK-OV-3	magnitude_g1.00	1004.719884447265	1004.7198855519865	1.0995318279998826e-09
lower_task	LC:EKVX	ordinal	241.97823817057227	241.9782385125504	1.4132598826281857e-09
lower_task	LC:EKVX	magnitude_g2.00	461.95811035551714	461.95811091747476	1.2164687823336638e-09
lower_task	LC:EKVX	magnitude_g1.00	438.046146018315	438.04614655636135	1.228286853002477e-09
lower_task	LC:EKVX	magnitude_g0.50	423.70866107956016	423.7086616032688	1.2360111979907863e-09
lower_task	LC:EKVX	magnitude_g0.80	432.45869886923384	432.45869940169223	1.2312352326528427e-09
lower_task	LC:EKVX	magnitude_g1.25	444.5448783455651	444.54487889011017	1.2249495748042325e-09
lower_task	OV:IGROV1	magnitude_g1.00	424.0145389518996	424.01453947591426	1.235841202990427e-09
lower_task	OV:IGROV1	magnitude_g2.00	451.99553323857424	451.9955337905693	1.2212401036763743e-09
lower_task	OV:IGROV1	magnitude_g0.80	417.58599117285195	417.58599169043816	1.2394721724525787e-09
lower_task	OV:IGROV1	magnitude_g0.50	407.190142159087	407.1901426662775	1.2455864427462009e-09
lower_task	OV:IGROV1	magnitude_g1.25	431.7464508404255	431.7464513721719	1.2316173574992741e-09
lower_task	OV:IGROV1	ordinal	203.624795190415	203.6247954940399	1.491099778523402e-09
primary	OV:NCI/ADR-RES	magnitude_g0.50	976.0431755854368	976.0431766614802	1.1024547323731332e-09
primary	OV:NCI/ADR-RES	magnitude_g1.25	1008.0395891577022	1008.0395902657424	1.099203096047803e-09
primary	OV:NCI/ADR-RES	magnitude_g0.80	989.2428302594936	989.2428313487369	1.1010878444337922e-09
primary	OV:NCI/ADR-RES	magnitude_g1.00	997.7669546083501	997.7669557061173	1.1002240037652538e-09
primary	OV:NCI/ADR-RES	magnitude_g2.00	1035.4888491888728	1035.4888503243608	1.0965719162712412e-09
primary	OV:NCI/ADR-RES	ordinal	767.2909670083831	767.2909678756743	1.1303289482663856e-09
primary	CNS:SF-268	magnitude_g2.00	1027.5566152700285	1027.5566163975864	1.0973194695046592e-09
primary	CNS:SF-268	magnitude_g0.80	978.0621722580132	978.0621733360749	1.1022425065942992e-09
primary	CNS:SF-268	magnitude_g0.50	963.7428354957605	963.7428365595033	1.1037621281993743e-09
primary	CNS:SF-268	magnitude_g1.25	998.193973406516	998.1939745047096	1.1001805482799844e-09
primary	CNS:SF-268	ordinal	738.9386591242456	738.9386599631848	1.1353299248793845e-09
primary	CNS:SF-268	magnitude_g1.00	987.2074719120654	987.2074729992738	1.101296744419771e-09
half_serum	RE:SN12C	magnitude_g1.00	394.2322294658673	394.2322299600995	1.253657549465888e-09
half_serum	RE:SN12C	magnitude_g1.25	401.65756978305404	401.6575702847115	1.248967968948583e-09
half_serum	RE:SN12C	magnitude_g2.00	420.6469577724183	420.6469582930651	1.2377286211226236e-09
half_serum	RE:SN12C	ordinal	214.73418582695766	214.73418614169185	1.4656920743668985e-09
half_serum	RE:SN12C	magnitude_g0.50	378.2005551164995	378.20055559470023	1.2644104078256968e-09
half_serum	RE:SN12C	magnitude_g0.80	387.96325501111846	387.9632554990817	1.257756315735634e-09
half_serum	ME:SK-MEL-2	magnitude_g1.25	404.0871581487286	404.087158652816	1.2474720571845313e-09
half_serum	ME:SK-MEL-2	ordinal	212.36074026046367	212.3607405728244	1.4708967643749115e-09
half_serum	ME:SK-MEL-2	magnitude_g0.80	390.9920602852355	390.9920607762278	1.2557602985842116e-09
half_serum	ME:SK-MEL-2	magnitude_g2.00	421.9265318275447	421.9265323494708	1.2370070560561277e-09
half_serum	ME:SK-MEL-2	magnitude_g1.00	397.0221281131516	397.02212861017364	1.2518748796925264e-09
half_serum	ME:SK-MEL-2	magnitude_g0.50	381.5568457547234	381.5568462362801	1.2620837552746752e-09
lower_task	BR:MCF7	magnitude_g0.80	439.60287356373925	439.6028741033424	1.2274786680624846e-09
lower_task	BR:MCF7	magnitude_g1.25	450.2368375339941	450.2368380842313	1.2221061078853184e-09
lower_task	BR:MCF7	magnitude_g2.00	466.12371027365936	466.1237108397835	1.2145362195298466e-09
lower_task	BR:MCF7	ordinal	246.00180201949777	246.0018023654996	1.4065011860110935e-09
lower_task	BR:MCF7	magnitude_g0.50	431.51809413133674	431.5180946628549	1.2317400983928554e-09
lower_task	BR:MCF7	magnitude_g1.00	444.5001244383276	444.50012498282797	1.2249723922386025e-09
half_serum	PR:DU-145	magnitude_g0.80	387.6085445772016	387.60854506481013	1.2579922144435034e-09
half_serum	PR:DU-145	magnitude_g1.00	393.5352568440022	393.5352573375375	1.254106830254445e-09
half_serum	PR:DU-145	ordinal	201.6952388187287	201.69523912042402	1.495797870600736e-09
half_serum	PR:DU-145	magnitude_g2.00	419.2796509089149	419.27965142819465	1.2385045411033017e-09
half_serum	PR:DU-145	magnitude_g1.25	400.618802720472	400.61880322109107	1.2496145388406461e-09
half_serum	PR:DU-145	magnitude_g0.50	378.1296037715957	378.1296042497253	1.2644594483090307e-09
half_serum	CO:KM12	ordinal	189.91061517622677	189.91061546613741	1.5265636655168272e-09
half_serum	CO:KM12	magnitude_g0.50	371.61061579548675	371.61061626709727	1.2690986195756553e-09
half_serum	CO:KM12	magnitude_g1.25	394.81980057119563	394.81980106601577	1.253280968882669e-09
half_serum	CO:KM12	magnitude_g1.00	387.538732155446	387.5387326429846	1.2580384190583084e-09
half_serum	CO:KM12	magnitude_g0.80	381.3243817061746	381.3243821874994	1.2622449512363173e-09
half_serum	CO:KM12	magnitude_g2.00	414.59878015710837	414.59878067170695	1.2411965665163572e-09
lower_task	ME:SK-MEL-5	magnitude_g2.00	457.7896434732625	457.78964403105215	1.2184409173541393e-09
lower_task	ME:SK-MEL-5	ordinal	240.89863787889809	240.89863821979662	1.4151119360590864e-09
lower_task	ME:SK-MEL-5	magnitude_g0.80	425.5725166122594	425.57251713783177	1.2349772469754182e-09
lower_task	ME:SK-MEL-5	magnitude_g1.25	438.63956752195946	438.6395680605998	1.2279793611250752e-09
lower_task	ME:SK-MEL-5	magnitude_g0.50	416.1255401574485	416.12554067357394	1.2403118859073343e-09
lower_task	ME:SK-MEL-5	magnitude_g1.00	431.4877330377754	431.48773356926296	1.2317558930875862e-09
primary	BR:T-47D	magnitude_g0.50	986.8785886607591	986.8785897476367	1.1013286460573054e-09
primary	BR:T-47D	ordinal	763.2150145835762	763.2150154467906	1.1310238468292865e-09
primary	BR:T-47D	magnitude_g0.80	999.458766495072	999.4587675945305	1.100053858714209e-09
primary	BR:T-47D	magnitude_g1.25	1017.0993849546386	1017.0993860717393	1.0983201383969202e-09
primary	BR:T-47D	magnitude_g2.00	1042.5303215558372	1042.530322698368	1.0959210179367482e-09
primary	BR:T-47D	magnitude_g1.00	1007.4753007914092	1007.4753018988843	1.0992578172394148e-09
lower_task	LE:CCRF-CEM	magnitude_g1.25	445.01188735278964	445.01188789780167	1.2247134152726005e-09
lower_task	LE:CCRF-CEM	magnitude_g1.00	438.1298229430781	438.12982348120784	1.2282425967795448e-09
lower_task	LE:CCRF-CEM	magnitude_g0.80	432.04393241537286	432.0439329474167	1.2314577008102518e-09
lower_task	LE:CCRF-CEM	ordinal	219.54553285913425	219.5455331786797	1.455486000989676e-09
lower_task	LE:CCRF-CEM	magnitude_g2.00	462.9533039378554	462.95330450080905	1.2160052117355306e-09
lower_task	LE:CCRF-CEM	magnitude_g0.50	421.8569063490617	421.8569068709188	1.2370476368725372e-09
half_serum	OV:OVCAR-5	magnitude_g1.00	395.04131155970185	395.04131205524595	1.2544108311610108e-09
half_serum	OV:OVCAR-5	ordinal	197.9542646257801	197.95426492373426	1.5051666590073246e-09
half_serum	OV:OVCAR-5	magnitude_g0.50	379.0860435533981	379.0860440324841	1.2637922331546142e-09
half_serum	OV:OVCAR-5	magnitude_g2.00	421.30465145323234	421.3046519745372	1.2373584138818882e-09
half_serum	OV:OVCAR-5	magnitude_g1.25	402.1519308231576	402.1519313253093	1.2486616479595514e-09
half_serum	OV:OVCAR-5	magnitude_g0.80	388.85047663243245	388.8504771212829	1.2571681808873347e-09
primary	CO:KM12	ordinal	731.8854308769018	731.8854317087876	1.1366339299463335e-09
primary	CO:KM12	magnitude_g2.00	1025.89568593447	1025.895687060366	1.0974761091179925e-09
primary	CO:KM12	magnitude_g0.50	966.0841920599539	966.0841931260387	1.1035112682338618e-09
primary	CO:KM12	magnitude_g0.80	979.2764422189205	979.2764432981973	1.1021165615204602e-09
primary	CO:KM12	magnitude_g1.00	987.7948441347484	987.7948452225438	1.1012362133419225e-09
primary	CO:KM12	magnitude_g1.25	998.0643855718258	998.0643866698902	1.1001938821697843e-09
half_serum	RE:A498	magnitude_g0.80	390.5922669110993	390.5922674016913	1.2560208088397376e-09
half_serum	RE:A498	magnitude_g2.00	421.06257820189813	421.06257872296084	1.2374946843864108e-09
half_serum	RE:A498	magnitude_g1.25	402.9656447512106	402.96564525417625	1.2481600854508488e-09
half_serum	RE:A498	magnitude_g0.50	381.57667766953466	381.57667815111176	1.262071640409122e-09
half_serum	RE:A498	magnitude_g1.00	396.21608071002026	396.21608120623597	1.2523865868370664e-09
half_serum	RE:A498	ordinal	199.15801048562872	199.15801078478677	1.5021140508565062e-09
lower_task	LC:NCI-H522	magnitude_g2.00	460.4548269047107	460.4548274651654	1.2171762510693375e-09
lower_task	LC:NCI-H522	magnitude_g1.25	441.4729234009371	441.47292394241043	1.2265154358076983e-09
lower_task	LC:NCI-H522	ordinal	227.71384146410875	227.71384179182257	1.439147565285487e-09
lower_task	LC:NCI-H522	magnitude_g0.50	417.4819519127203	417.48195243020245	1.2395317521966314e-09
lower_task	LC:NCI-H522	magnitude_g1.00	434.2832259611834	434.28322649595896	1.2313981288543884e-09
lower_task	LC:NCI-H522	magnitude_g0.80	427.896932804205	427.89693333210175	1.2337007319386377e-09
primary	CNS:SNB-75	ordinal	759.3750488172676	759.3750496766434	1.131688152007365e-09
primary	CNS:SNB-75	magnitude_g0.80	997.4773228936494	997.477323991127	1.1002531767483587e-09
primary	CNS:SNB-75	magnitude_g1.00	1004.8519896977716	1004.8519908026234	1.0995169314661618e-09
primary	CNS:SNB-75	magnitude_g2.00	1038.3445545796399	1038.3445557179843	1.0963070804353393e-09
primary	CNS:SNB-75	magnitude_g1.25	1013.7987582703333	1013.798759384131	1.098637841857209e-09
primary	CNS:SNB-75	magnitude_g0.50	986.2115433630205	986.2115444492312	1.1013972271017676e-09
primary	LC:NCI-H322M	magnitude_g1.00	1006.7867474145161	1006.7867485213025	1.099325540438388e-09
primary	LC:NCI-H322M	ordinal	778.212850041531	778.2128509197439	1.1284995600268694e-09
primary	LC:NCI-H322M	magnitude_g0.50	987.5486101891131	987.5486112766611	1.101260177217648e-09
primary	LC:NCI-H322M	magnitude_g2.00	1040.7531025969145	1040.7531037376682	1.0960848790512328e-09
primary	LC:NCI-H322M	magnitude_g1.25	1015.906679786485	1015.9066809023922	1.0984346902533351e-09
primary	LC:NCI-H322M	magnitude_g0.80	999.2306590397213	999.2306601389521	1.100077092339292e-09
primary	LE:CCRF-CEM	magnitude_g1.00	1000.9737384007628	1000.9737395017362	1.0999023326828662e-09
primary	LE:CCRF-CEM	magnitude_g2.00	1037.591084528338	1037.5910856659289	1.0963769713517135e-09
primary	LE:CCRF-CEM	magnitude_g0.50	979.7034751074548	979.7034761871586	1.1020720253343654e-09
primary	LE:CCRF-CEM	magnitude_g1.25	1010.9663060372454	1010.9663071482116	1.0989151555783039e-09
primary	LE:CCRF-CEM	ordinal	736.5608148237702	736.5608156603321	1.1357675429564662e-09
primary	LE:CCRF-CEM	magnitude_g0.80	992.6716023160064	992.671603408678	1.1007382434644304e-09
primary	LC:NCI-H522	magnitude_g0.50	973.8926229243722	973.8926239982634	1.102679276053158e-09
primary	LC:NCI-H522	magnitude_g2.00	1035.2962242016047	1035.2962253369012	1.0965910204814419e-09
primary	LC:NCI-H522	magnitude_g1.00	996.5924460524922	996.5924471490848	1.1003421300722982e-09
primary	LC:NCI-H522	magnitude_g0.80	987.7631022245608	987.7631033123245	1.1012393750579351e-09
primary	LC:NCI-H522	magnitude_g1.25	1007.1742281234599	1007.1742292306342	1.0992877436516952e-09
primary	LC:NCI-H522	ordinal	743.8749454120234	743.8749462558982	1.1344309657578762e-09
lower_task	CO:COLO 205	magnitude_g0.50	427.7982033008611	427.7982038286591	1.2337546490467511e-09
lower_task	CO:COLO 205	magnitude_g2.00	467.38266096363145	467.3826615310141	1.2139574049083603e-09
lower_task	CO:COLO 205	ordinal	262.42450523729985	262.4245055997245	1.3810625538518438e-09
lower_task	CO:COLO 205	magnitude_g0.80	437.2020782581603	437.20207879536247	1.2287273260215134e-09
lower_task	CO:COLO 205	magnitude_g1.25	449.867125057078	449.86712560694536	1.222288394139469e-09
lower_task	CO:COLO 205	magnitude_g1.00	442.9826448508646	442.98264539487394	1.2280602268619402e-09
half_serum	BR:T-47D	ordinal	213.09870429226282	213.09870460536166	1.46926673516453e-09
half_serum	BR:T-47D	magnitude_g0.50	383.1334019641759	383.13340244730955	1.2610063345823663e-09
half_serum	BR:T-47D	magnitude_g0.80	393.46162056844025	393.46162106190206	1.254154880834172e-09
half_serum	BR:T-47D	magnitude_g1.25	407.6462195497302	407.64622005737635	1.2453106473048395e-09
half_serum	BR:T-47D	magnitude_g2.00	426.47374512483185	426.4737456513056	1.234481013345808e-09
half_serum	BR:T-47D	magnitude_g1.00	399.97233873524334	399.9723392352157	1.2500173747440205e-09
lower_task	OV:NCI/ADR-RES	magnitude_g1.00	434.9678443248015	434.9678448597689	1.229901026846091e-09
lower_task	OV:NCI/ADR-RES	magnitude_g0.80	429.27508831232603	429.2750888416016	1.2329519405459898e-09
lower_task	OV:NCI/ADR-RES	ordinal	226.33592130242045	226.33592162875647	1.4418216049797218e-09
lower_task	OV:NCI/ADR-RES	magnitude_g1.25	441.84348628371515	441.84348682555867	1.2263245610869854e-09
lower_task	OV:NCI/ADR-RES	magnitude_g2.00	459.8924527391717	459.8924532990644	1.2174427360679956e-09
lower_task	OV:NCI/ADR-RES	magnitude_g0.50	420.1480810514546	420.1480815716027	1.2380113468748998e-09
lower_task	RE:ACHN	magnitude_g1.00	434.2205380085793	434.2205385427998	1.230297577139748e-09
lower_task	RE:ACHN	magnitude_g2.00	459.23765528824856	459.23765584748617	1.2177520704533963e-09
lower_task	RE:ACHN	magnitude_g1.25	441.03471803025053	441.03471857128574	1.2267406257407386e-09
lower_task	RE:ACHN	magnitude_g0.50	419.06100345525766	419.0610039743184	1.2386280987022135e-09
lower_task	RE:ACHN	ordinal	229.1961993749224	229.19619970411867	1.436307710882038e-09
lower_task	RE:ACHN	magnitude_g0.80	428.4903050229123	428.4903055514027	1.2333776723133786e-09
half_serum	OV:NCI/ADR-RES	magnitude_g0.50	381.7448607806148	381.7448612623598	1.2619554799047354e-09
half_serum	OV:NCI/ADR-RES	ordinal	206.45135396452216	206.45135427097358	1.484375956506524e-09
half_serum	OV:NCI/ADR-RES	magnitude_g0.80	391.3100864042111	391.31008689552107	1.2555514525759752e-09
half_serum	OV:NCI/ADR-RES	magnitude_g1.00	397.0861838819915	397.0861843790777	1.2518345519534458e-09
half_serum	OV:NCI/ADR-RES	magnitude_g1.25	404.05953529420134	404.0595357982613	1.2474893896992745e-09
half_serum	OV:NCI/ADR-RES	magnitude_g2.00	422.20801212317616	422.2080126453842	1.2368501434623706e-09
half_serum	OV:IGROV1	magnitude_g2.00	414.512834008156	414.5128345226691	1.2412476712380458e-09
half_serum	OV:IGROV1	ordinal	186.5902308808769	186.59023116746727	1.5359344512943067e-09
half_serum	OV:IGROV1	magnitude_g0.50	368.78084111427535	368.78084158305603	1.271163334266872e-09
half_serum	OV:IGROV1	magnitude_g1.25	393.8036260031508	393.8036264969545	1.2539339214142463e-09
half_serum	OV:IGROV1	magnitude_g0.80	379.2305682089212	379.2305686881519	1.2636920760487983e-09
half_serum	OV:IGROV1	magnitude_g1.00	385.8333216384012	385.83332212423466	1.2591796888513655e-09
primary	LC:NCI-H460	magnitude_g1.25	1015.3797539168983	1015.3797550322771	1.098484416396937e-09
primary	LC:NCI-H460	magnitude_g2.00	1039.7309158879696	1039.730917027701	1.09617926053874e-09
primary	LC:NCI-H460	magnitude_g0.50	987.190903642445	987.1909047296351	1.1012966866807062e-09
primary	LC:NCI-H460	ordinal	775.484995773094	775.4849966485788	1.128951199064184e-09
primary	LC:NCI-H460	magnitude_g0.80	998.8127925151884	998.8127936140014	1.100119028388751e-09
primary	LC:NCI-H460	magnitude_g1.00	1006.3364838944674	1006.3364850008039	1.099370383660685e-09
half_serum	CNS:SF-539	magnitude_g2.00	416.46200744940114	416.46200796586334	1.2401183893418491e-09
half_serum	CNS:SF-539	magnitude_g1.25	396.717457840413	396.7174583371303	1.252068287707274e-09
half_serum	CNS:SF-539	ordinal	199.94101257956285	199.94101287950366	1.5001464898111242e-09
half_serum	CNS:SF-539	magnitude_g0.50	373.084009741341	373.08401021442506	1.268036311180501e-09
half_serum	CNS:SF-539	magnitude_g0.80	383.04231517558406	383.0423156586263	1.2610675727248731e-09
half_serum	CNS:SF-539	magnitude_g1.00	389.3033265096344	389.3033269989379	1.2568695283968491e-09
