scenario	context	vector_from_arm	scored_against_arm	regret	within_primary_cap	within_secondary_cap	cost_under_target	target_optimum	target_cap
half_serum	BR:BT-549	ordinal	magnitude_g0.50	0.06423380929630168	0	0	401.4046814053844	377.17715590223855	377.17715637941575
half_serum	BR:BT-549	ordinal	magnitude_g0.80	0.07325426775995163	0	0	415.34304728579957	386.99407937383285	386.99407986082696
half_serum	BR:BT-549	ordinal	magnitude_g1.00	0.07939141317096679	0	0	424.300982106046	393.0927900005817	393.0927904936745
half_serum	BR:BT-549	ordinal	magnitude_g1.25	0.08686712496717476	0	0	435.05312148717803	400.2817929563537	400.2817934566355
half_serum	BR:BT-549	ordinal	magnitude_g2.00	0.10618917229283899	0	0	464.09134674475456	419.54067022986254	419.54067074940326
half_serum	BR:BT-549	ordinal	ordinal	1.481432922087835e-09	1	0	207.71301287587096	207.71301256815806	207.71301287587107
half_serum	BR:MCF7	magnitude_g0.50	magnitude_g0.50	1.2554502333408283e-09	1	1	391.46379402528646	391.46379353382315	391.463794025287
half_serum	BR:MCF7	magnitude_g0.50	magnitude_g0.80	0.0003901088809124526	0	0	400.1360086246914	399.9799728850818	399.9799733850618
half_serum	BR:MCF7	magnitude_g0.50	magnitude_g1.00	0.001072729034745975	0	0	405.7487730948486	405.3139810192208	405.3139815245348
half_serum	BR:MCF7	magnitude_g0.50	magnitude_g1.25	0.0024786410580570953	0	0	412.5272673197057	411.50728845884186	411.5072889703492
half_serum	BR:MCF7	magnitude_g0.50	magnitude_g2.00	0.006607232249179192	0	0	431.076237293026	428.24671180816216	428.2467123364089
half_serum	BR:MCF7	magnitude_g0.50	ordinal	0.10006284820471639	0	1	244.14528201621576	221.93757603454807	221.93757635648564
half_serum	BR:MCF7	magnitude_g0.80	magnitude_g0.50	0.0006918865740106012	0	1	391.73464207678046	391.46379353382315	391.463794025287
half_serum	BR:MCF7	magnitude_g0.80	magnitude_g0.80	1.250012417882764e-09	1	1	399.9799733850617	399.9799728850818	399.9799733850618
half_serum	BR:MCF7	magnitude_g0.80	magnitude_g1.00	3.382432905486201e-05	0	0	405.32769049268535	405.3139810192208	405.3139815245348
