arm	exchange_id	profiles	location_spread	mean_width	max_width	constant_across_profiles	all_fixed_within_profile
magnitude_g0.50	EX_quln_e	47	8.044652929256334e-10	5.441993286761546e-10	1.624370666996437e-09	True	True
magnitude_g0.50	EX_sbt__D_e	47	0.0	0.0	0.0	True	True
magnitude_g0.50	EX_ser__L_e	47	6.4317244863332235e-09	3.6526439934147113e-09	1.2962072304389949e-08	True	True
magnitude_g0.50	EX_spmd_e	47	6.787259753084731e-10	4.77774935714877e-10	1.375638111616087e-09	True	True
magnitude_g0.50	EX_sprm_e	47	3.513879399552869e-10	2.2963091093474693e-10	7.090060147740771e-10	True	True
magnitude_g0.50	EX_srtn_e	47	2.4137992271209774e-09	1.448289148305085e-09	4.873744630526994e-09	True	True
magnitude_g0.50	EX_succ_e	47	3.2592031195197038	5.489002263400235e-07	2.9668024357221157e-06	False	True
magnitude_g0.50	EX_sucr_e	47	3.2956548013461507e-10	1.3333074978777293e-10	6.591309602692301e-10	True	True
magnitude_g0.50	EX_taur_e	47	1.9721839217574513e-09	1.2017419707785797e-09	3.9822962530328e-09	True	True
magnitude_g0.50	EX_tchola_e	47	5.263921182257781e-10	4.4207938399284033e-10	1.0701351413479198e-09	True	True
magnitude_g0.50	EX_thr__L_e	47	7.849729977138509e-08	4.9908141019432936e-08	1.5859068636103757e-07	True	True
magnitude_g0.50	EX_thym_e	47	9.804366133783752e-10	5.922254639244096e-10	1.9776890269450376e-09	True	True
magnitude_g0.50	EX_thymd_e	47	6.553562603189848e-10	3.953414158048155e-10	1.322012149904802e-09	True	True
magnitude_g0.50	EX_trp__L_e	47	7.85436200384515e-08	4.5077535337571894e-08	1.585781254712093e-07	True	True
magnitude_g0.50	EX_tyr__L_e	47	6.8579692702464e-08	4.360500857082701e-08	1.488158904994208e-07	True	True
magnitude_g0.50	EX_ump_e	47	4.963884189618041e-10	3.603475384624831e-10	1.0022512759844447e-09	True	True
magnitude_g0.50	EX_ura_e	47	1.3566340935424059e-09	8.297342646735213e-10	2.736997310078718e-09	True	True
magnitude_g0.50	EX_urate_e	47	5.692309421566647e-10	3.566282491316039e-10	1.1478211683102221e-09	True	True
magnitude_g0.50	EX_uri_e	47	7.922087499446109e-10	4.736497787015419e-10	1.5975043688114626e-09	True	True
magnitude_g0.50	EX_val__L_e	47	7.021964520959045e-08	3.982960512232881e-08	1.4157411531989794e-07	True	True
magnitude_g0.50	EX_xan_e	47	5.846811734932059e-10	3.5435903770252065e-10	1.1790132610916643e-09	True	True
magnitude_g0.50	EX_xmp_e	47	4.4681265003663143e-10	2.7084345748024477e-10	9.010671920808742e-10	True	True
magnitude_g0.50	EX_xtsn_e	47	4.444328540592441e-10	2.693321783207302e-10	8.96289325666096e-10	True	True
magnitude_g0.80	EX_2pg_e	47	4.55245617383898e-09	2.5642595706530607e-09	9.199415969589445e-09	True	True
magnitude_g0.80	EX_34hpp_e	47	6.320739608300331e-08	3.525328010589546e-08	1.277386900508452e-07	True	True
magnitude_g0.80	EX_3hanthrn_e	47	1.4654472848881639e-09	9.269988187015657e-10	2.6777279201872587e-09	True	True
magnitude_g0.80	EX_3pg_e	47	4.714908701423355e-09	2.643879792493085e-09	9.517082430368457e-09	True	True
magnitude_g0.80	EX_4abut_e	47	2.1536090286181553e-08	1.2234276826453515e-08	4.3395034694828614e-08	True	True
magnitude_g0.80	EX_4hbz_e	47	2.6112719776697213e-09	1.8646365946264243e-09	6.238246425106009e-09	True	True
magnitude_g0.80	EX_L2aadp_e	47	7.473534101970041e-09	4.1868806406888635e-09	1.5081517125909946e-08	True	True
magnitude_g0.80	EX_Lkynr_e	47	2.740310067994477e-09	1.70789824534693e-09	5.546759169747946e-09	True	True
magnitude_g0.80	EX_acac_e	47	0.02872266695747383	1.9816852483572183e-07	2.0766378127264062e-06	False	True
magnitude_g0.80	EX_ade_e	47	5.966026194009893e-10	3.639027155462911e-10	1.2055172600671455e-09	True	True
magnitude_g0.80	EX_adn_e	47	4.708400202513921e-10	2.8209307944504615e-10	9.511215523997196e-10	True	True
magnitude_g0.80	EX_ahcys_e	47	4.437218080921238e-10	2.55850217656754e-10	8.959770533343092e-10	True	True
magnitude_g0.80	EX_akg_e	47	4.460907172077525e-08	3.354296587019277e-08	9.077495161683464e-08	True	True
magnitude_g0.80	EX_ala__L_e	47	1.4700263804529126	5.355445233756514e-07	2.585119945663905e-06	False	True
magnitude_g0.80	EX_amp_e	47	3.9462971018022194e-10	2.7731448225995064e-10	7.987472315303554e-10	True	True
magnitude_g0.80	EX_anth_e	47	2.48352189451308e-09	1.5116550357195223e-09	5.021323209125589e-09	True	True
magnitude_g0.80	EX_arg__L_e	47	1.2780655356259274e-07	1.0051028651922725e-07	2.651871910952508e-07	True	True
magnitude_g0.80	EX_asn__L_e	47	2.5873080389260394e-07	1.021503127191786e-07	5.213184319785569e-07	True	True
magnitude_g0.80	EX_asp__L_e	47	3.529455039341656e-08	8.956307383677294e-08	3.3208448479982167e-07	True	True
magnitude_g0.80	EX_bilirub_e	47	3.7743842878147427e-10	3.1088045404758815e-10	7.607603532015073e-10	True	True
magnitude_g0.80	EX_cala_e	47	1.5078031136602813e-09	8.907139489307917e-10	3.0453238176103526e-09	True	True
magnitude_g0.80	EX_chol_e	47	5.426085580850781e-08	4.35862813831777e-08	1.4507283907505553e-07	True	True
magnitude_g0.80	EX_cholp_e	47	4.0045496397912145e-09	2.2906304068464483e-09	8.083788453184588e-09	True	True
magnitude_g0.80	EX_cit_e	47	5.987071656879132e-08	5.394918780224733e-08	1.25150632006926e-07	True	True
magnitude_g0.80	EX_citr__L_e	47	1.9687801023750155e-08	1.1553883909743484e-08	3.976638249790228e-08	True	True
magnitude_g0.80	EX_cmp_e	47	3.6158272727357007e-10	2.86422232097819e-10	7.231654545471401e-10	True	True
magnitude_g0.80	EX_crn_e	47	0.057457799245767084	2.131217336826869e-07	4.4400430277951905e-06	False	True
magnitude_g0.80	EX_cyst__L_e	47	1.8563983191844184e-09	1.0872945683003628e-09	3.748236546370439e-09	True	True
magnitude_g0.80	EX_cytd_e	47	9.098992463917531e-10	5.373490318760776e-10	1.8381587366385572e-09	True	True
magnitude_g0.80	EX_dad_2_e	47	5.130396029916972e-10	2.969208219418172e-10	1.0360110456161867e-09	True	True
magnitude_g0.80	EX_dcmp_e	47	7.833066550465398e-10	4.5342089608633276e-10	1.5815255215819535e-09	True	True
magnitude_g0.80	EX_dcyt_e	47	9.262373470060593e-10	5.381551262526779e-10	1.870069709827209e-09	True	True
magnitude_g0.80	EX_dhap_e	47	2.636326607032548e-09	1.4989474037708903e-09	5.3218728786983725e-09	True	True
magnitude_g0.80	EX_dmgly_e	47	2.305389920989796e-09	1.3734596851358448e-09	4.660315264141168e-09	True	True
magnitude_g0.80	EX_duri_e	47	9.162658283355579e-10	5.389055775706331e-10	1.850746986103676e-09	True	True
magnitude_g0.80	EX_ethamp_e	47	1.2258529701075297e-08	7.597982990145866e-09	2.4754229112721727e-08	True	True
magnitude_g0.80	EX_fol_e	47	5.9024701590670764e-08	3.932784025703827e-08	1.1925254621617264e-07	True	True
magnitude_g0.80	EX_fum_e	47	1.2706650654102774	1.852450673650467e-06	2.821828116950087e-05	False	False
magnitude_g0.80	EX_g3pc_e	47	2.6810125408632446e-09	1.5409887215921382e-09	5.415490909101116e-09	True	True
magnitude_g0.80	EX_glc__D_e	47	3.655109992450889e-09	2.0514807252485742e-09	7.3769808039969575e-09	True	True
magnitude_g0.80	EX_glcur_e	47	2.966024638357221e-09	1.7751502551035157e-09	5.9907523305595575e-09	True	True
magnitude_g0.80	EX_gln__L_e	47	8.563380760051587e-08	4.9211277813994575e-08	1.734346337656234e-07	True	True
magnitude_g0.80	EX_glu__L_e	47	5.6486987531911836e-08	2.990796890523423e-08	1.1398339694324022e-07	True	True
magnitude_g0.80	EX_gly_e	47	1.675064308433459	7.836207699183929e-07	4.510911646882221e-06	False	True
magnitude_g0.80	EX_glyald_e	47	6.2257900053703955e-09	3.587157467803792e-09	1.2589176249549303e-08	True	True
magnitude_g0.80	EX_glyb_e	47	1.5601252134572663e-08	9.171455787632599e-09	3.151087602155322e-08	True	True
magnitude_g0.80	EX_glyc3p_e	47	2.5725673722404204e-09	1.463888824759258e-09	5.196026322538549e-09	True	True
magnitude_g0.80	EX_gmp_e	47	3.232414769559483e-10	2.1144777991263286e-10	6.464829539118966e-10	True	True
magnitude_g0.80	EX_gthox_e	47	4.719497739098263e-09	2.8925205619278183e-09	9.541553530358386e-09	True	True
magnitude_g0.80	EX_hcys__L_e	47	2.5069949541501725e-09	1.496837152396938e-09	5.067789161150962e-09	True	True
magnitude_g0.80	EX_hom__L_e	47	9.692741437737814e-27	4.1245708245692825e-28	1.9385482875475628e-26	True	True
magnitude_g0.80	EX_hxan_e	47	7.010559768398483e-10	4.1752552082715854e-10	1.418150784618067e-09	True	True
magnitude_g0.80	EX_icit_e	47	5.0869769566131246e-08	2.670749208711826e-08	1.0287947264508217e-07	True	True
magnitude_g0.80	EX_ile__L_e	47	7.788668254793407e-08	5.363882779784806e-08	1.573666411625041e-07	True	True
magnitude_g0.80	EX_imp_e	47	5.37321173207807e-10	3.0710917022983887e-10	1.0848239362927764e-09	True	True
magnitude_g0.80	EX_ins_e	47	5.343823411496492e-10	3.078143825186183e-10	1.0787687523736181e-09	True	True
magnitude_g0.80	EX_lac__L_e	47	2.8624367898988403	2.3947655885548524e-06	3.043065819419155e-05	False	False
magnitude_g0.80	EX_lcts_e	47	8.92238895341289e-10	6.366486698748728e-10	1.8198419312030588e-09	True	True
magnitude_g0.80	EX_leu__L_e	47	7.28275750816465e-08	4.873091870453126e-08	1.46986074645028e-07	True	True
magnitude_g0.80	EX_lys__L_e	47	1.942448828451404e-07	1.487373745964217e-07	3.927699687711339e-07	True	True
magnitude_g0.80	EX_mal__L_e	47	1.3633578036407753e-07	6.007036356224413e-08	2.7468546932510015e-07	True	True
magnitude_g0.80	EX_met__L_e	47	6.526079554781394	2.0451917135943366e-06	1.2990901256948462e-05	False	False
