context	arm	exchange_id	point_glpk	point_second	abs_diff	width_glpk	width_second	fixed_glpk	fixed_second	rel_diff_primary_optimum
CO:SW-620	ordinal	EX_sbt__D_e	0.0	0.0	0.0	1.0677600154654655e-10	0.0	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_ser__L_e	-10.0	-10.0	0.0	2.2500934448999033e-10	2.2451729364547646e-10	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_spmd_e	0.0	0.0	0.0	3.229271340921182e-11	3.233147083392396e-11	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_sprm_e	0.0	-0.0	0.0	1.656677862656228e-11	1.645794611704332e-11	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_srtn_e	0.0	0.0	0.0	1.2604100812517393e-10	1.258754211974633e-10	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_succ_e	13.234475728426952	13.234475728427409	4.565237077258644e-13	8.471776169471923e-09	8.457476496914751e-09	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_sucr_e	0.0	0.0	0.0	5.497845123552523e-11	0.0	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_taur_e	0.0	0.0	0.0	1.0547323293216423e-10	1.0532130723106548e-10	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_tchola_e	0.0	0.0	0.0	7.212461443937884e-11	2.3190461255409315e-11	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_thr__L_e	-1.0272564007096077	-1.0272564007096083	6.661338147750939e-16	2.284184841272463e-08	2.279913857705651e-08	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_thym_e	0.0	0.0	0.0	4.916545810504823e-11	4.9097211145139724e-11	True	True	2.9261285125009955e-15
CO:SW-620	ordinal	EX_thymd_e	0.0	0.0	0.0	3.201682354662672e-11	3.112422819473437e-11	True	True	2.9261285125009955e-15
