variant	core_label	replicate	context_id	origin_group	partition	culture_volume_mL	duration_days	growth_time_series_available	assays_screened	flagged_assay_count	unresolved_assay_count	status	flagged_assays	in_human1_11_line_subset
calibrated_assays	SK-MEL-5	1	ME:SK-MEL-5	ME:SK-MEL-5	test	35	4_or_5_not_resolved_per_culture	False	115	5	3	screen_positive	choline; 2'-deoxyuridine; niacinamide; OMP; serine	False
all_reported_assays	SK-MEL-5	2	ME:SK-MEL-5	ME:SK-MEL-5	test	35	4_or_5_not_resolved_per_culture	False	140	5	28	screen_positive	choline; 2'-deoxyuridine; niacinamide; OMP; serine	False
calibrated_assays	SK-MEL-5	2	ME:SK-MEL-5	ME:SK-MEL-5	test	35	4_or_5_not_resolved_per_culture	False	115	5	3	screen_positive	choline; 2'-deoxyuridine; niacinamide; OMP; serine	False
all_reported_assays	SNB-19	1	CNS:SNB-19	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	IMP	False
calibrated_assays	SNB-19	1	CNS:SNB-19	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	IMP	False
all_reported_assays	SNB-19	2	CNS:SNB-19	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	IMP	False
calibrated_assays	SNB-19	2	CNS:SNB-19	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	IMP	False
all_reported_assays	SF-539	1	CNS:SF-539	CNS:SF-539	test	35	4_or_5_not_resolved_per_culture	False	140	9	28	screen_positive	anthranilate; dCMP; 2'-deoxyuridine; glutamine; hypoxanthine; IMP; niacin; UDP-glucuronate; uracil	False
calibrated_assays	SF-539	1	CNS:SF-539	CNS:SF-539	test	35	4_or_5_not_resolved_per_culture	False	115	9	3	screen_positive	anthranilate; dCMP; 2'-deoxyuridine; glutamine; hypoxanthine; IMP; niacin; UDP-glucuronate; uracil	False
all_reported_assays	SF-539	2	CNS:SF-539	CNS:SF-539	test	35	4_or_5_not_resolved_per_culture	False	140	8	28	screen_positive	anthranilate; dCMP; 2'-deoxyuridine; glutamine; hypoxanthine; niacin; OMP; UDP-glucuronate	False
calibrated_assays	SF-539	2	CNS:SF-539	CNS:SF-539	test	35	4_or_5_not_resolved_per_culture	False	115	8	3	screen_positive	anthranilate; dCMP; 2'-deoxyuridine; glutamine; hypoxanthine; niacin; OMP; UDP-glucuronate	False
all_reported_assays	COLO 205	1	CO:COLO 205	CO:COLO 205	test	35	4_or_5_not_resolved_per_culture	False	140	8	28	screen_positive	anthranilate; choline; cytidine; 2'-deoxycytidine; glutamine; glutathione oxidized; nicotinic acid mononucleotide; serotonin	False
calibrated_assays	COLO 205	1	CO:COLO 205	CO:COLO 205	test	35	4_or_5_not_resolved_per_culture	False	115	8	3	screen_positive	anthranilate; choline; cytidine; 2'-deoxycytidine; glutamine; glutathione oxidized; nicotinic acid mononucleotide; serotonin	False
all_reported_assays	COLO 205	2	CO:COLO 205	CO:COLO 205	test	35	4_or_5_not_resolved_per_culture	False	140	7	28	screen_positive	anthranilate; choline; 2'-deoxycytidine; glutamine; glutathione oxidized; OMP; serotonin	False
calibrated_assays	COLO 205	2	CO:COLO 205	CO:COLO 205	test	35	4_or_5_not_resolved_per_culture	False	115	7	3	screen_positive	anthranilate; choline; 2'-deoxycytidine; glutamine; glutathione oxidized; OMP; serotonin	False
all_reported_assays	KM12	1	CO:KM12	CO:KM12	test	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	anthranilate; glutamine; hypoxanthine; nicotinic acid mononucleotide	False
calibrated_assays	KM12	1	CO:KM12	CO:KM12	test	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	anthranilate; glutamine; hypoxanthine; nicotinic acid mononucleotide	False
all_reported_assays	KM12	2	CO:KM12	CO:KM12	test	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	anthranilate; glutamine; hypoxanthine; nicotinic acid mononucleotide	False
calibrated_assays	KM12	2	CO:KM12	CO:KM12	test	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	anthranilate; glutamine; hypoxanthine; nicotinic acid mononucleotide	False
all_reported_assays	OVCAR-3	1	OV:OVCAR-3	OV:OVCAR-3	test	35	4_or_5_not_resolved_per_culture	False	140	6	28	screen_positive	anthranilate; 2'-deoxyuridine; hypoxanthine; niacin; nicotinic acid mononucleotide; serine	False
calibrated_assays	OVCAR-3	1	OV:OVCAR-3	OV:OVCAR-3	test	35	4_or_5_not_resolved_per_culture	False	115	6	3	screen_positive	anthranilate; 2'-deoxyuridine; hypoxanthine; niacin; nicotinic acid mononucleotide; serine	False
all_reported_assays	OVCAR-3	2	OV:OVCAR-3	OV:OVCAR-3	test	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	anthranilate; hypoxanthine; niacin; serine	False
calibrated_assays	OVCAR-3	2	OV:OVCAR-3	OV:OVCAR-3	test	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	anthranilate; hypoxanthine; niacin; serine	False
all_reported_assays	SF-268	1	CNS:SF-268	CNS:SF-268	test	35	4_or_5_not_resolved_per_culture	False	140	5	28	screen_positive	choline; glutamine; hypoxanthine; niacinamide; serine	False
calibrated_assays	SF-268	1	CNS:SF-268	CNS:SF-268	test	35	4_or_5_not_resolved_per_culture	False	115	5	3	screen_positive	choline; glutamine; hypoxanthine; niacinamide; serine	False
all_reported_assays	SF-268	2	CNS:SF-268	CNS:SF-268	test	35	4_or_5_not_resolved_per_culture	False	140	5	28	screen_positive	choline; glutamine; hypoxanthine; niacinamide; serine	False
calibrated_assays	SF-268	2	CNS:SF-268	CNS:SF-268	test	35	4_or_5_not_resolved_per_culture	False	115	5	3	screen_positive	choline; glutamine; hypoxanthine; niacinamide; serine	False
all_reported_assays	DU-145	1	PR:DU-145	PR:DU-145	test	35	4_or_5_not_resolved_per_culture	False	140	6	28	screen_positive	cytidine; 2'-deoxycytidine; glutamine; hypoxanthine; niacinamide; taurine	False
calibrated_assays	DU-145	1	PR:DU-145	PR:DU-145	test	35	4_or_5_not_resolved_per_culture	False	115	6	3	screen_positive	cytidine; 2'-deoxycytidine; glutamine; hypoxanthine; niacinamide; taurine	False
all_reported_assays	DU-145	2	PR:DU-145	PR:DU-145	test	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	2'-deoxycytidine; glutamine; hypoxanthine; niacinamide	False
calibrated_assays	DU-145	2	PR:DU-145	PR:DU-145	test	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	2'-deoxycytidine; glutamine; hypoxanthine; niacinamide	False
all_reported_assays	HS 578T	1	BR:HS 578T	BR:HS 578T	development	35	4_or_5_not_resolved_per_culture	False	140	0	28	unresolved		True
calibrated_assays	HS 578T	1	BR:HS 578T	BR:HS 578T	development	35	4_or_5_not_resolved_per_culture	False	115	0	3	unresolved		True
all_reported_assays	HS 578T	2	BR:HS 578T	BR:HS 578T	development	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	nicotinic acid mononucleotide	True
calibrated_assays	HS 578T	2	BR:HS 578T	BR:HS 578T	development	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	nicotinic acid mononucleotide	True
all_reported_assays	SW620	1	CO:SW-620	CO:SW-620	test	25	4_or_5_not_resolved_per_culture	False	140	5	28	screen_positive	choline; glutamine; hypoxanthine; OMP; serine	False
calibrated_assays	SW620	1	CO:SW-620	CO:SW-620	test	25	4_or_5_not_resolved_per_culture	False	115	5	3	screen_positive	choline; glutamine; hypoxanthine; OMP; serine	False
all_reported_assays	SW620	2	CO:SW-620	CO:SW-620	test	25	4_or_5_not_resolved_per_culture	False	140	6	28	screen_positive	choline; glutamine; hypoxanthine; nicotinic acid mononucleotide; OMP; serine	False
calibrated_assays	SW620	2	CO:SW-620	CO:SW-620	test	25	4_or_5_not_resolved_per_culture	False	115	6	3	screen_positive	choline; glutamine; hypoxanthine; nicotinic acid mononucleotide; OMP; serine	False
all_reported_assays	SK-MEL-28	1	ME:SK-MEL-28	ME:SK-MEL-28	test	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	serine	False
calibrated_assays	SK-MEL-28	1	ME:SK-MEL-28	ME:SK-MEL-28	test	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	serine	False
all_reported_assays	SK-MEL-28	2	ME:SK-MEL-28	ME:SK-MEL-28	test	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	serine	False
calibrated_assays	SK-MEL-28	2	ME:SK-MEL-28	ME:SK-MEL-28	test	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	serine	False
all_reported_assays	A498	1	RE:A498	RE:A498	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	glutamine; hypoxanthine; niacin	False
calibrated_assays	A498	1	RE:A498	RE:A498	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	glutamine; hypoxanthine; niacin	False
all_reported_assays	A498	2	RE:A498	RE:A498	test	35	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	glutamine; hypoxanthine	False
calibrated_assays	A498	2	RE:A498	RE:A498	test	35	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	glutamine; hypoxanthine	False
all_reported_assays	IGROV1	1	OV:IGROV1	OV:IGROV1	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
calibrated_assays	IGROV1	1	OV:IGROV1	OV:IGROV1	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
all_reported_assays	IGROV1	2	OV:IGROV1	OV:IGROV1	test	35	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	hypoxanthine; serine	False
calibrated_assays	IGROV1	2	OV:IGROV1	OV:IGROV1	test	35	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	hypoxanthine; serine	False
all_reported_assays	MOLT-4	1	LE:MOLT-4	LE:MOLT-4	test	50	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	2'-deoxycytidine; hypoxanthine	False
calibrated_assays	MOLT-4	1	LE:MOLT-4	LE:MOLT-4	test	50	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	2'-deoxycytidine; hypoxanthine	False
all_reported_assays	MOLT-4	2	LE:MOLT-4	LE:MOLT-4	test	50	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	2'-deoxycytidine; hypoxanthine	False
calibrated_assays	MOLT-4	2	LE:MOLT-4	LE:MOLT-4	test	50	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	2'-deoxycytidine; hypoxanthine	False
all_reported_assays	K562	1	LE:K-562	LE:K-562	test	50	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
calibrated_assays	K562	1	LE:K-562	LE:K-562	test	50	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
all_reported_assays	K562	2	LE:K-562	LE:K-562	test	50	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
calibrated_assays	K562	2	LE:K-562	LE:K-562	test	50	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
all_reported_assays	HOP-92	1	LC:HOP-92	LC:HOP-92	development	35	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	2'-deoxycytidine; hypoxanthine	True
calibrated_assays	HOP-92	1	LC:HOP-92	LC:HOP-92	development	35	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	2'-deoxycytidine; hypoxanthine	True
all_reported_assays	HOP-92	2	LC:HOP-92	LC:HOP-92	development	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	2'-deoxycytidine; hypoxanthine; OMP	True
calibrated_assays	HOP-92	2	LC:HOP-92	LC:HOP-92	development	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	2'-deoxycytidine; hypoxanthine; OMP	True
all_reported_assays	PC-3	1	PR:PC-3	PR:PC-3	test	35	4_or_5_not_resolved_per_culture	False	140	7	28	screen_positive	choline; 2'-deoxycytidine; glutamine; guanidinoacetate; nicotinic acid mononucleotide; serine; valine	False
calibrated_assays	PC-3	1	PR:PC-3	PR:PC-3	test	35	4_or_5_not_resolved_per_culture	False	115	7	3	screen_positive	choline; 2'-deoxycytidine; glutamine; guanidinoacetate; nicotinic acid mononucleotide; serine; valine	False
all_reported_assays	PC-3	2	PR:PC-3	PR:PC-3	test	35	4_or_5_not_resolved_per_culture	False	140	8	28	screen_positive	choline; 2'-deoxycytidine; glutamine; guanidinoacetate; nicotinic acid mononucleotide; OMP; serine; valine	False
calibrated_assays	PC-3	2	PR:PC-3	PR:PC-3	test	35	4_or_5_not_resolved_per_culture	False	115	8	3	screen_positive	choline; 2'-deoxycytidine; glutamine; guanidinoacetate; nicotinic acid mononucleotide; OMP; serine; valine	False
all_reported_assays	HL-60(TB)	1	LE:HL-60(TB)	LE:HL-60(TB)	test	50	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	hypoxanthine; serine	False
calibrated_assays	HL-60(TB)	1	LE:HL-60(TB)	LE:HL-60(TB)	test	50	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	hypoxanthine; serine	False
all_reported_assays	HL-60(TB)	2	LE:HL-60(TB)	LE:HL-60(TB)	test	50	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; OMP; serine	False
calibrated_assays	HL-60(TB)	2	LE:HL-60(TB)	LE:HL-60(TB)	test	50	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; OMP; serine	False
all_reported_assays	MDA-MB-468	1	BR:MDA-MB-468	BR:MDA-MB-468	excluded	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	choline; alpha-glycerophosphocholine; glutamate; hypoxanthine	False
calibrated_assays	MDA-MB-468	1	BR:MDA-MB-468	BR:MDA-MB-468	excluded	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	choline; alpha-glycerophosphocholine; glutamate; hypoxanthine	False
all_reported_assays	MDA-MB-468	2	BR:MDA-MB-468	BR:MDA-MB-468	excluded	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	choline; alpha-glycerophosphocholine; glutamate; hypoxanthine	False
calibrated_assays	MDA-MB-468	2	BR:MDA-MB-468	BR:MDA-MB-468	excluded	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	choline; alpha-glycerophosphocholine; glutamate; hypoxanthine	False
all_reported_assays	SK-MEL-2	1	ME:SK-MEL-2	ME:SK-MEL-2	test	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	2'-deoxycytidine; hypoxanthine; nicotinic acid mononucleotide; serine	False
calibrated_assays	SK-MEL-2	1	ME:SK-MEL-2	ME:SK-MEL-2	test	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	2'-deoxycytidine; hypoxanthine; nicotinic acid mononucleotide; serine	False
all_reported_assays	SK-MEL-2	2	ME:SK-MEL-2	ME:SK-MEL-2	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	2'-deoxycytidine; hypoxanthine; nicotinic acid mononucleotide	False
calibrated_assays	SK-MEL-2	2	ME:SK-MEL-2	ME:SK-MEL-2	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	2'-deoxycytidine; hypoxanthine; nicotinic acid mononucleotide	False
all_reported_assays	NCI-H522	1	LC:NCI-H522	LC:NCI-H522	test	35	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	glutamine; nicotinic acid mononucleotide	False
calibrated_assays	NCI-H522	1	LC:NCI-H522	LC:NCI-H522	test	35	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	glutamine; nicotinic acid mononucleotide	False
all_reported_assays	NCI-H522	2	LC:NCI-H522	LC:NCI-H522	test	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	glutamine	False
calibrated_assays	NCI-H522	2	LC:NCI-H522	LC:NCI-H522	test	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	glutamine	False
all_reported_assays	HCT-15	1	CO:HCT-15	CO:HCT-15	test	35	4_or_5_not_resolved_per_culture	False	140	5	28	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; valine	False
calibrated_assays	HCT-15	1	CO:HCT-15	CO:HCT-15	test	35	4_or_5_not_resolved_per_culture	False	115	5	3	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; valine	False
all_reported_assays	HCT-15	2	CO:HCT-15	CO:HCT-15	test	35	4_or_5_not_resolved_per_culture	False	140	6	28	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; nicotinic acid mononucleotide; valine	False
calibrated_assays	HCT-15	2	CO:HCT-15	CO:HCT-15	test	35	4_or_5_not_resolved_per_culture	False	115	6	3	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; nicotinic acid mononucleotide; valine	False
all_reported_assays	ACHN	1	RE:ACHN	RE:ACHN	test	35	4_or_5_not_resolved_per_culture	False	140	9	28	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; nicotinic acid mononucleotide; serine; taurine; tryptophan; valine	False
calibrated_assays	ACHN	1	RE:ACHN	RE:ACHN	test	35	4_or_5_not_resolved_per_culture	False	115	9	3	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; nicotinic acid mononucleotide; serine; taurine; tryptophan; valine	False
all_reported_assays	ACHN	2	RE:ACHN	RE:ACHN	test	35	4_or_5_not_resolved_per_culture	False	140	9	28	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; OMP; serine; taurine; tryptophan; valine	False
calibrated_assays	ACHN	2	RE:ACHN	RE:ACHN	test	35	4_or_5_not_resolved_per_culture	False	115	9	3	screen_positive	choline; glutamine; guanidinoacetate; hypoxanthine; OMP; serine; taurine; tryptophan; valine	False
all_reported_assays	U251	1	CNS:U251	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	140	4	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP; serine	False
calibrated_assays	U251	1	CNS:U251	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	115	4	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP; serine	False
all_reported_assays	U251	2	CNS:U251	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	hypoxanthine; serine	False
calibrated_assays	U251	2	CNS:U251	SNB-19_U251	test	35	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	hypoxanthine; serine	False
all_reported_assays	LOX IMVI	1	ME:LOX IMVI	ME:LOX IMVI	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	nicotinic acid mononucleotide; OMP; serine	False
calibrated_assays	LOX IMVI	1	ME:LOX IMVI	ME:LOX IMVI	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	nicotinic acid mononucleotide; OMP; serine	False
all_reported_assays	LOX IMVI	2	ME:LOX IMVI	ME:LOX IMVI	test	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	serine	False
calibrated_assays	LOX IMVI	2	ME:LOX IMVI	ME:LOX IMVI	test	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	serine	False
all_reported_assays	SNB-75	1	CNS:SNB-75	CNS:SNB-75	test	35	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	glutamine; hypoxanthine	False
calibrated_assays	SNB-75	1	CNS:SNB-75	CNS:SNB-75	test	35	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	glutamine; hypoxanthine	False
all_reported_assays	SNB-75	2	CNS:SNB-75	CNS:SNB-75	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	glutamine; hypoxanthine; OMP	False
calibrated_assays	SNB-75	2	CNS:SNB-75	CNS:SNB-75	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	glutamine; hypoxanthine; OMP	False
all_reported_assays	OVCAR-4	1	OV:OVCAR-4	OV:OVCAR-4	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; OMP; tryptophan	False
calibrated_assays	OVCAR-4	1	OV:OVCAR-4	OV:OVCAR-4	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; OMP; tryptophan	False
all_reported_assays	OVCAR-4	2	OV:OVCAR-4	OV:OVCAR-4	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; OMP; tryptophan	False
calibrated_assays	OVCAR-4	2	OV:OVCAR-4	OV:OVCAR-4	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; OMP; tryptophan	False
all_reported_assays	NCI-H226	1	LC:NCI-H226	LC:NCI-H226	development	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	hypoxanthine	True
calibrated_assays	NCI-H226	1	LC:NCI-H226	LC:NCI-H226	development	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	hypoxanthine	True
all_reported_assays	NCI-H226	2	LC:NCI-H226	LC:NCI-H226	development	35	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	hypoxanthine; OMP	True
calibrated_assays	NCI-H226	2	LC:NCI-H226	LC:NCI-H226	development	35	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	hypoxanthine; OMP	True
all_reported_assays	UACC-62	1	ME:UACC-62	ME:UACC-62	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; OMP; serine	False
calibrated_assays	UACC-62	1	ME:UACC-62	ME:UACC-62	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; OMP; serine	False
all_reported_assays	UACC-62	2	ME:UACC-62	ME:UACC-62	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
calibrated_assays	UACC-62	2	ME:UACC-62	ME:UACC-62	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; serine	False
all_reported_assays	SN12C	1	RE:SN12C	RE:SN12C	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP	False
calibrated_assays	SN12C	1	RE:SN12C	RE:SN12C	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP	False
all_reported_assays	SN12C	2	RE:SN12C	RE:SN12C	test	35	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP	False
calibrated_assays	SN12C	2	RE:SN12C	RE:SN12C	test	35	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP	False
all_reported_assays	MDA-MB-231/ATCC	1	BR:MDA-MB-231	BR:MDA-MB-231	development	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	nicotinic acid mononucleotide	True
calibrated_assays	MDA-MB-231/ATCC	1	BR:MDA-MB-231	BR:MDA-MB-231	development	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	nicotinic acid mononucleotide	True
all_reported_assays	MDA-MB-231/ATCC	2	BR:MDA-MB-231	BR:MDA-MB-231	development	35	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	OMP	True
calibrated_assays	MDA-MB-231/ATCC	2	BR:MDA-MB-231	BR:MDA-MB-231	development	35	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	OMP	True
all_reported_assays	CCRF-CEM	1	LE:CCRF-CEM	LE:CCRF-CEM	test	50	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	hypoxanthine	False
calibrated_assays	CCRF-CEM	1	LE:CCRF-CEM	LE:CCRF-CEM	test	50	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	hypoxanthine	False
all_reported_assays	CCRF-CEM	2	LE:CCRF-CEM	LE:CCRF-CEM	test	50	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	hypoxanthine	False
calibrated_assays	CCRF-CEM	2	LE:CCRF-CEM	LE:CCRF-CEM	test	50	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	hypoxanthine	False
all_reported_assays	RPMI 8226	1	LE:RPMI-8226	LE:RPMI-8226	development	50	4_or_5_not_resolved_per_culture	False	140	3	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP	True
calibrated_assays	RPMI 8226	1	LE:RPMI-8226	LE:RPMI-8226	development	50	4_or_5_not_resolved_per_culture	False	115	3	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide; OMP	True
all_reported_assays	RPMI 8226	2	LE:RPMI-8226	LE:RPMI-8226	development	50	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	hypoxanthine	True
calibrated_assays	RPMI 8226	2	LE:RPMI-8226	LE:RPMI-8226	development	50	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	hypoxanthine	True
all_reported_assays	SR	1	LE:SR	LE:SR	development	50	4_or_5_not_resolved_per_culture	False	140	1	28	screen_positive	hypoxanthine	True
calibrated_assays	SR	1	LE:SR	LE:SR	development	50	4_or_5_not_resolved_per_culture	False	115	1	3	screen_positive	hypoxanthine	True
all_reported_assays	SR	2	LE:SR	LE:SR	development	50	4_or_5_not_resolved_per_culture	False	140	2	28	screen_positive	hypoxanthine; nicotinic acid mononucleotide	True
calibrated_assays	SR	2	LE:SR	LE:SR	development	50	4_or_5_not_resolved_per_culture	False	115	2	3	screen_positive	hypoxanthine; nicotinic acid mononucleotide	True
