model_gene_id	entrez_id	measured
5728_AT1	5728	True
645740_AT1	645740	False
8871_AT1	8871	True
5277_AT1	5277	True
51227_AT2	51227	True
8395_AT1	8395	True
9091_AT2	9091	True
4842_AT1	4842	True
23396_AT1	23396	True
4843_AT2	4843	True
5279_AT2	5279	True
9091_AT1	9091	True
8394_AT1	8394	True
51227_AT1	51227	True
4843_AT1	4843	True
55361_AT1	55361	True
201288_AT1	201288	False
4846_AT1	4846	True
5297_AT1	5297	True
4860_AT1	4860	True
51227_AT3	51227	True
5298_AT1	5298	True
5279_AT1	5279	True
5294_AT1	5294	True
123745_AT1	123745	False
5290_AT1	5290	True
6580_AT1	6580	True
5295_AT3	5295	True
10870_AT1	10870	False
5295_AT1	5295	True
55808_AT1	55808	False
5251_AT1	5251	True
5320_AT1	5320	True
8503_AT1	8503	True
30833_AT1	30833	True
81579_AT1	81579	True
5295_AT2	5295	True
56953_AT1	56953	True
23533_AT1	23533	True
8398_AT2	8398	True
5296_AT1	5296	True
5322_AT1	5322	True
4907_AT1	4907	True
5291_AT1	5291	True
3704_AT2	3704	True
5293_AT1	5293	True
6476_AT1	6476	True
5009_AT1	5009	True
8398_AT1	8398	True
4952_AT2	4952	True
64600_AT1	64600	True
4952_AT1	4952	True
64064_AT1	64064	True
23236_AT1	23236	True
100137049_AT1	100137049	False
23236_AT2	23236	True
30814_AT1	30814	True
26279_AT1	26279	True
5335_AT2	5335	True
8399_AT1	8399	False
5332_AT1	5332	True
257068_AT1	257068	False
5319_AT1	5319	True
6489_AT1	6489	True
5336_AT1	5336	True
23007_AT1	23007	True
29906_AT1	29906	True
5334_AT1	5334	True
10654_AT1	10654	True
9651_AT1	9651	True
9807_AT2	9807	True
412_AT1	412	True
51196_AT1	51196	True
117283_AT1	117283	False
5331_AT1	5331	True
9807_AT1	9807	True
84812_AT1	84812	False
5330_AT1	5330	True
6391_AT1	6391	True
113026_AT1	113026	False
6392_AT1	6392	True
6390_AT1	6390	True
51447_AT2	51447	True
5333_AT1	5333	True
51447_AT1	51447	True
51447_AT6	51447	True
6389_AT1	6389	True
6821_AT1	6821	True
89869_AT1	89869	False
51447_AT5	51447	True
5335_AT1	5335	True
51447_AT4	51447	True
6533_AT1	6533	True
5332_AT2	5332	True
51447_AT3	51447	True
5288_AT1	5288	True
55350_AT3	55350	True
5092_AT1	5092	True
5092_AT2	5092	True
5287_AT1	5287	True
23530_AT2	23530	True
5286_AT1	5286	True
8396_AT1	8396	True
23530_AT1	23530	True
8876_AT1	8876	True
200576_AT3	200576	True
200576_AT1	200576	True
55350_AT1	55350	True
79178_AT1	79178	True
5305_AT1	5305	True
8875_AT1	8875	True
64499_AT1	64499	True
55350_AT2	55350	True
8875_AT2	8875	True
6567_AT1	6567	True
7177_AT1	7177	True
1890_AT1	1890	True
27068_AT2	27068	True
1636_AT1	1636	True
27068_AT3	27068	True
9365_AT1	9365	True
9331_AT1	9331	True
27068_AT1	27068	True
55217_AT1	55217	True
7368_AT1	7368	True
7296_AT2	7296	True
27068_AT4	27068	True
8613_AT1	8613	True
5315_AT1	5315	True
8611_AT1	8611	True
8611_AT2	8611	True
7296_AT1	7296	True
7296_AT4	7296	True
7296_AT3	7296	True
26063_AT1	26063	True
8612_AT1	8612	True
1666_AT1	1666	True
874_AT1	874	True
5498_AT1	5498	True
11181_AT1	11181	True
10901_AT1	10901	False
126410_AT1	126410	False
80162_AT1	80162	True
7166_AT1	7166	True
8288_AT1	8288	True
2053_AT1	2053	True
9588_AT1	9588	True
121278_AT1	121278	False
8897_AT3	8897	True
4353_AT1	4353	True
8898_AT1	8898	True
6820_AT2	6820	True
8897_AT2	8897	True
169355_AT1	169355	False
8897_AT1	8897	True
6999_AT1	6999	True
2880_AT1	2880	True
5625_AT1	5625	False
9152_AT1	9152	True
6578_AT1	6578	True
6561_AT1	6561	True
9497_AT1	9497	True
115584_AT1	115584	False
6575_AT1	6575	True
6916_AT1	6916	True
23761_AT1	23761	False
6574_AT1	6574	True
7054_AT2	7054	True
142680_AT1	142680	False
7054_AT1	7054	True
9791_AT1	9791	True
6534_AT1	6534	True
81490_AT1	81490	True
10005_AT3	10005	True
7054_AT3	7054	True
3293_AT1	3293	True
1622_AT1	1622	True
225_AT1	225	True
7306_AT1	7306	True
10005_AT1	10005	True
10965_AT1	10965	False
28965_AT1	28965	True
10005_AT2	10005	True
122970_AT1	122970	False
10020_AT1	10020	True
23205_AT1	23205	True
5805_AT1	5805	True
26061_AT1	26061	False
112483_AT1	112483	False
6303_AT1	6303	True
29880_AT1	29880	True
54716_AT1	54716	True
7355_AT1	7355	True
6564_AT1	6564	True
8566_AT1	8566	True
113235_AT1	113235	False
151531_AT1	151531	False
1200_AT1	1200	True
2168_AT1	2168	True
7358_AT1	7358	True
23169_AT1	23169	True
51056_AT1	51056	True
7378_AT2	7378	True
9390_AT1	9390	True
7378_AT1	7378	True
80146_AT1	80146	True
5184_AT1	5184	True
4891_AT1	4891	True
5168_AT1	5168	True
2944_AT2	2944	True
30061_AT1	30061	False
2944_AT1	2944	True
84912_AT1	84912	False
248_AT1	248	True
64080_AT1	64080	True
4524_AT1	4524	True
3906_AT1	3906	True
65263_AT1	65263	True
8608_AT1	8608	True
25796_AT1	25796	True
5959_AT1	5959	False
7357_AT1	7357	True
28982_AT1	28982	False
6120_AT2	6120	True
11046_AT1	11046	True
54576_AT1	54576	False
54575_AT1	54575	False
51109_AT1	51109	True
6120_AT1	6120	True
157506_AT1	157506	False
54578_AT1	54578	False
54579_AT1	54579	False
10864_AT1	10864	True
9356_AT1	9356	True
54657_AT1	54657	False
195814_AT1	195814	False
9376_AT1	9376	True
112724_AT1	112724	False
50700_AT1	50700	True
54658_AT1	54658	False
348932_AT1	348932	False
54659_AT1	54659	False
54577_AT1	54577	False
57665_AT1	57665	False
120103_AT1	120103	False
1080_AT1	1080	True
85320_AT1	85320	False
145226_AT1	145226	False
54600_AT1	54600	False
222962_AT1	222962	False
8228_AT1	8228	True
113278_AT1	113278	False
10351_AT1	10351	True
54981_AT1	54981	True
7364_AT1	7364	False
9429_AT1	9429	True
7367_AT1	7367	True
55867_AT1	55867	True
54490_AT1	54490	True
364_AT1	364	False
7366_AT1	7366	True
6482_AT2	6482	True
360_AT1	360	True
6484_AT1	6484	True
6482_AT1	6482	True
7363_AT1	7363	True
89872_AT1	89872	False
7365_AT1	7365	False
6483_AT1	6483	True
21_AT1	21	True
10720_AT1	10720	False
24_AT1	24	True
54963_AT1	54963	True
10057_AT2	10057	True
125206_AT1	125206	False
7498_AT1	7498	True
10090_AT1	10090	True
200010_AT1	200010	False
9653_AT1	9653	True
9942_AT1	9942	True
6524_AT1	6524	True
159963_AT1	159963	True
64131_AT1	64131	True
55065_AT1	55065	True
64132_AT1	64132	True
3423_AT2	3423	True
79581_AT1	79581	True
3423_AT1	3423	True
10060_AT1	10060	True
9957_AT1	9957	True
51181_AT1	51181	True
6833_AT1	6833	True
9951_AT1	9951	False
3764_AT1	3764	True
222537_AT1	222537	False
64077_AT1	64077	True
3767_AT1	3767	False
5464_AT1	5464	True
64220_AT1	64220	True
10724_AT1	10724	True
5950_AT1	5950	True
1356_AT1	1356	True
2495_AT1	2495	True
9956_AT1	9956	True
5947_AT1	5947	True
9955_AT1	9955	True
2512_AT1	2512	True
94033_AT1	94033	False
5948_AT1	5948	False
29881_AT1	29881	True
1727_AT1	1727	True
9953_AT1	9953	True
64711_AT1	64711	False
949_AT1	949	True
2350_AT1	2350	True
55501_AT1	55501	True
51706_AT1	51706	True
3248_AT1	3248	True
51700_AT1	51700	True
166929_AT1	166929	False
10587_AT1	10587	True
166012_AT1	166012	False
113189_AT1	113189	False
56261_AT1	56261	False
50515_AT1	50515	True
80347_AT1	80347	True
3658_AT1	3658	True
93034_AT1	93034	False
84618_AT1	84618	False
411_AT2	411	True
203_AT1	203	True
411_AT1	411	True
22978_AT1	22978	True
122481_AT1	122481	False
100526794_AT1	100526794	False
159_AT1	159	True
51251_AT1	51251	False
23563_AT2	23563	True
122622_AT2	122622	False
122622_AT1	122622	False
10164_AT1	10164	True
353_AT1	353	True
11212_AT1	11212	True
3251_AT1	3251	True
383_AT1	383	True
9435_AT1	9435	True
23563_AT1	23563	True
1371_AT1	1371	True
4166_AT1	4166	False
56954_AT1	56954	True
1503_AT1	1503	True
9469_AT1	9469	True
56474_AT1	56474	True
8534_AT1	8534	True
1491_AT2	1491	True
5313_AT1	5313	True
92086_AT1	92086	True
2987_AT1	2987	True
56548_AT1	56548	True
5860_AT1	5860	True
9394_AT1	9394	True
728441_AT1	728441	False
124975_AT1	124975	False
9453_AT1	9453	True
2686_AT1	2686	False
2023_AT1	2023	True
2027_AT2	2027	True
90161_AT2	90161	False
2027_AT1	2027	True
91227_AT1	91227	True
2026_AT1	2026	True
102724197_AT1	102724197	False
90161_AT1	90161	False
266722_AT1	266722	False
9843_AT1	9843	True
2799_AT1	2799	True
80308_AT1	80308	True
10157_AT1	10157	True
118881_AT1	118881	False
5211_AT1	5211	True
80308_AT2	80308	True
1491_AT1	1491	True
7360_AT1	7360	True
7360_AT2	7360	True
2819_AT1	2819	True
3176_AT1	3176	True
26330_AT1	26330	True
1757_AT1	1757	True
81537_AT1	81537	True
2597_AT1	2597	True
29926_AT1	29926	True
2673_AT1	2673	True
9945_AT1	9945	True
6652_AT1	6652	True
29925_AT1	29925	False
51557_AT1	51557	True
875_AT1	875	True
6342_AT1	6342	True
2752_AT1	2752	True
102724560_AT1	102724560	False
1800_AT1	1800	True
249_AT1	249	True
9056_AT1	9056	True
2762_AT1	2762	True
10558_AT1	10558	True
2643_AT1	2643	True
22934_AT1	22934	True
761_AT1	761	True
51292_AT1	51292	True
55304_AT1	55304	True
766_AT2	766	True
9517_AT1	9517	True
2098_AT1	2098	True
8879_AT1	8879	True
2766_AT1	2766	True
771_AT2	771	True
4284_AT1	4284	True
57571_AT1	57571	False
8869_AT1	8869	True
362_AT1	362	True
358_AT1	358	True
8833_AT1	8833	True
641371_AT1	641371	False
361_AT1	361	True
5538_AT1	5538	True
56848_AT1	56848	True
359_AT1	359	True
8877_AT1	8877	True
3145_AT1	3145	True
9374_AT1	9374	False
11332_AT1	11332	True
586_AT1	586	True
55825_AT1	55825	True
130752_AT1	130752	False
51102_AT1	51102	True
3615_AT1	3615	True
3614_AT1	3614	True
37_AT1	37	True
55512_AT2	55512	True
3614_AT2	3614	True
55627_AT1	55627	False
33_AT1	33	True
682_AT1	682	True
132158_AT1	132158	False
55512_AT1	55512	True
29926_AT2	29926	True
339221_AT1	339221	False
29925_AT2	29925	False
6609_AT1	6609	True
641649_AT1	641649	False
4351_AT1	4351	True
23475_AT1	23475	True
6610_AT1	6610	True
100287639_AT1	100287639	False
259230_AT1	259230	True
93100_AT1	93100	False
441024_AT1	441024	True
50484_AT1	50484	False
65220_AT1	65220	True
6241_AT1	6241	True
116369_AT2	116369	False
115111_AT2	115111	False
389015_AT1	389015	False
115111_AT1	115111	False
6240_AT1	6240	True
6553_AT1	6553	True
3156_AT1	3156	True
284129_AT1	284129	False
2821_AT1	2821	True
115019_AT2	115019	False
5230_AT1	5230	True
79966_AT1	79966	True
5232_AT1	5232	True
375056_AT1	375056	True
10588_AT1	10588	False
115019_AT1	115019	False
116369_AT1	116369	False
5236_AT1	5236	True
26266_AT1	26266	True
84890_AT1	84890	True
55276_AT1	55276	False
6646_AT1	6646	True
5372_AT1	5372	True
6649_AT1	6649	True
55229_AT1	55229	True
5373_AT1	5373	True
79646_AT1	79646	True
80025_AT3	80025	True
53354_AT1	53354	False
80025_AT1	80025	True
6648_AT1	6648	False
6647_AT1	6647	True
53354_AT2	53354	False
80025_AT2	80025	True
6697_AT1	6697	True
53354_AT3	53354	False
6611_AT1	6611	True
83594_AT1	83594	False
80025_AT4	80025	True
7263_AT1	7263	True
26275_AT1	26275	True
6723_AT1	6723	True
6713_AT1	6713	True
2222_AT1	2222	True
210_AT2	210	True
29920_AT1	29920	False
210_AT1	210	True
6715_AT1	6715	True
60490_AT1	60490	True
6716_AT1	6716	True
79717_AT1	79717	True
15_AT1	15	True
7389_AT1	7389	True
58510_AT1	58510	True
1595_AT1	1595	False
130367_AT1	130367	False
6532_AT1	6532	True
153201_AT1	153201	False
10478_AT1	10478	True
221823_AT1	221823	True
23443_AT1	23443	True
5634_AT1	5634	True
64240_AT1	64240	True
6487_AT11	6487	False
221823_AT2	221823	True
5631_AT1	5631	True
29968_AT2	29968	True
6487_AT6	6487	False
64241_AT1	64241	False
29968_AT1	29968	True
284111_AT1	284111	False
6487_AT2	6487	False
8781_AT1	8781	False
6487_AT1	6487	False
6487_AT7	6487	False
8435_AT1	8435	True
5723_AT1	5723	True
3988_AT1	3988	True
6487_AT5	6487	False
55312_AT1	55312	True
6888_AT1	6888	True
6487_AT10	6487	False
79896_AT1	79896	True
6487_AT8	6487	False
771_AT1	771	True
8277_AT1	8277	True
768_AT1	768	True
6487_AT4	6487	False
84076_AT1	84076	False
6487_AT9	6487	False
762_AT1	762	True
765_AT1	765	True
7086_AT1	7086	True
6487_AT3	6487	False
10402_AT1	10402	True
27010_AT1	27010	True
286016_AT1	286016	False
10610_AT1	10610	True
23632_AT1	23632	True
7167_AT1	7167	True
760_AT1	760	True
256435_AT1	256435	False
2582_AT2	2582	True
30815_AT1	30815	False
81849_AT1	81849	True
766_AT1	766	True
767_AT1	767	True
2582_AT1	2582	True
759_AT1	759	True
91373_AT1	91373	True
377677_AT1	377677	False
10057_AT1	10057	True
31_AT4	31	True
6675_AT1	6675	True
6556_AT1	6556	True
7390_AT1	7390	True
31_AT2	31	True
6563_AT1	6563	True
31_AT3	31	True
8170_AT1	8170	False
31_AT1	31	True
6568_AT1	6568	True
374569_AT1	374569	False
7779_AT1	7779	True
54020_AT1	54020	True
31_AT5	31	True
100507855_AT1	100507855	False
285440_AT1	285440	False
93034_AT2	93034	False
55191_AT1	55191	True
132_AT1	132	True
132_AT2	132	True
97_AT2	97	True
98_AT1	98	False
112611_AT1	112611	True
97_AT1	97	True
51005_AT1	51005	False
471_AT1	471	True
435_AT1	435	True
171425_AT2	171425	False
171425_AT1	171425	False
132789_AT1	132789	False
10007_AT1	10007	True
2585_AT1	2585	True
2585_AT2	2585	True
2584_AT1	2584	True
2592_AT2	2592	True
2592_AT1	2592	True
2592_AT3	2592	True
5471_AT1	5471	True
84264_AT1	84264	False
84264_AT2	84264	False
3034_AT1	3034	True
144193_AT1	144193	False
2739_AT1	2739	True
8776_AT1	8776	True
3612_AT1	3612	True
3613_AT1	3613	True
2978_AT1	2978	True
4953_AT1	4953	True
5213_AT1	5213	True
5214_AT1	5214	True
5211_AT2	5211	True
10050_AT1	10050	True
10786_AT1	10786	True
10246_AT1	10246	True
6569_AT1	6569	True
10568_AT1	10568	True
5198_AT1	5198	True
5315_AT3	5315	True
5313_AT2	5313	True
5315_AT2	5315	True
113675_AT1	113675	False
7298_AT1	7298	True
215_AT1	215	True
5825_AT1	5825	True
641372_AT1	641372	False
9045_AT1	9045	True
4017_AT1	4017	True
84105_AT1	84105	False
25830_AT1	25830	True
84569_AT1	84569	False
4025_AT1	4025	True
54995_AT1	54995	True
93492_AT1	93492	False
1267_AT1	1267	True
10249_AT1	10249	True
1549_AT1	1549	True
1580_AT1	1580	True
1573_AT1	1573	True
29785_AT1	29785	False
199974_AT1	199974	False
57834_AT1	57834	True
1555_AT1	1555	True
260293_AT1	260293	False
1215_AT1	1215	True
57094_AT1	57094	False
1357_AT1	1357	True
1358_AT1	1358	True
93979_AT1	93979	False
23430_AT1	23430	True
7384_AT1	7384	True
7388_AT1	7388	False
7386_AT1	7386	True
29796_AT2	29796	True
7385_AT1	7385	True
1537_AT1	1537	True
9481_AT1	9481	False
9016_AT2	9016	True
9016_AT1	9016	True
7352_AT2	7352	True
7351_AT1	7351	True
7352_AT1	7352	True
4726_AT1	4726	True
4729_AT1	4729	True
4541_AT1	4541	False
4719_AT1	4719	True
4713_AT1	4713	True
4718_AT1	4718	False
7991_AT2	7991	True
126328_AT1	126328	False
4539_AT1	4539	False
4731_AT2	4731	False
4694_AT1	4694	True
4705_AT1	4705	True
4704_AT1	4704	True
4695_AT1	4695	True
4696_AT1	4696	True
4707_AT1	4707	True
4711_AT1	4711	True
4712_AT1	4712	True
4702_AT1	4702	True
4537_AT1	4537	False
4710_AT1	4710	True
4700_AT1	4700	True
4538_AT1	4538	False
4708_AT1	4708	True
4709_AT1	4709	True
4715_AT1	4715	False
4535_AT1	4535	False
131669_AT1	131669	False
79644_AT1	79644	True
5973_AT1	5973	True
4698_AT1	4698	True
55967_AT1	55967	False
1646_AT1	1646	False
4701_AT1	4701	True
4540_AT1	4540	False
1635_AT1	1635	True
158160_AT1	158160	False
286297_AT1	286297	False
10560_AT1	10560	True
4717_AT1	4717	True
374291_AT1	374291	True
4731_AT1	4731	False
8630_AT1	8630	True
4724_AT1	4724	True
4723_AT1	4723	True
191_AT1	191	True
10768_AT1	10768	True
10768_AT2	10768	True
51170_AT1	51170	True
51144_AT1	51144	True
83401_AT1	83401	False
25874_AT1	25874	True
4720_AT1	4720	True
79993_AT1	79993	False
4697_AT1	4697	True
4728_AT1	4728	False
51660_AT1	51660	True
64834_AT1	64834	False
57198_AT1	57198	True
4725_AT1	4725	False
201562_AT1	201562	True
5205_AT1	5205	True
51495_AT1	51495	True
23250_AT1	23250	True
4706_AT1	4706	True
9200_AT1	9200	True
192286_AT1	192286	True
286410_AT1	286410	False
401494_AT1	401494	False
5243_AT1	5243	True
55856_AT1	55856	True
9524_AT1	9524	True
54539_AT1	54539	True
7350_AT1	7350	True
253017_AT1	253017	False
4716_AT1	4716	False
283985_AT1	283985	False
4712_AT2	4712	True
3995_AT1	3995	True
7991_AT1	7991	True
4536_AT1	4536	False
26027_AT1	26027	True
10058_AT1	10058	True
1155_AT1	1155	True
4714_AT1	4714	True
4722_AT1	4722	True
123096_AT1	123096	False
51079_AT1	51079	True
51458_AT1	51458	True
948_AT1	948	True
114571_AT1	114571	False
1339_AT1	1339	True
57016_AT1	57016	True
10928_AT1	10928	True
79707_AT1	79707	True
1728_AT1	1728	True
1345_AT1	1345	True
79672_AT1	79672	True
1329_AT1	1329	True
2946_AT1	2946	True
9917_AT1	9917	True
55331_AT1	55331	False
341947_AT1	341947	False
125965_AT1	125965	False
55277_AT1	55277	True
125981_AT1	125981	False
340485_AT1	340485	False
64122_AT1	64122	True
1327_AT1	1327	True
92370_AT1	92370	False
4513_AT1	4513	False
2760_AT1	2760	True
1346_AT1	1346	True
93650_AT1	93650	False
5660_AT1	5660	True
390928_AT1	390928	False
57704_AT1	57704	False
4759_AT1	4759	True
1347_AT1	1347	True
139596_AT1	139596	False
1337_AT1	1337	True
55066_AT1	55066	True
4514_AT1	4514	False
10825_AT1	10825	True
283208_AT1	283208	False
7903_AT1	7903	True
1351_AT1	1351	True
84701_AT1	84701	False
5033_AT1	5033	True
1350_AT1	1350	True
8974_AT1	8974	False
4512_AT1	4512	False
8513_AT1	8513	True
8041_AT1	8041	False
58478_AT1	58478	True
55256_AT1	55256	True
5408_AT1	5408	True
170712_AT1	170712	False
259307_AT1	259307	False
9377_AT1	9377	True
51312_AT1	51312	True
9167_AT1	9167	True
1340_AT1	1340	True
57104_AT1	57104	True
81894_AT1	81894	True
13_AT1	13	True
1349_AT1	1349	True
29085_AT1	29085	False
9388_AT1	9388	True
5407_AT1	5407	True
9107_AT1	9107	True
22908_AT1	22908	True
163404_AT1	163404	False
3991_AT1	3991	True
22876_AT1	22876	True
221955_AT1	221955	False
5406_AT1	5406	True
9896_AT1	9896	True
747_AT1	747	True
51559_AT1	51559	True
119548_AT1	119548	False
646486_AT1	646486	False
9108_AT1	9108	True
84814_AT1	84814	False
23371_AT1	23371	True
2167_AT1	2167	True
2172_AT1	2172	True
8446_AT1	8446	True
2173_AT1	2173	True
51496_AT1	51496	False
374462_AT1	374462	False
2169_AT1	2169	True
403313_AT1	403313	False
23203_AT1	23203	True
2171_AT1	2171	True
145553_AT1	145553	False
646480_AT1	646480	False
2170_AT1	2170	True
64419_AT1	64419	True
54988_AT1	54988	True
55613_AT1	55613	False
341392_AT1	341392	False
138639_AT1	138639	False
9562_AT1	9562	True
123876_AT1	123876	False
3705_AT1	3705	True
6296_AT1	6296	True
138429_AT1	138429	False
348158_AT1	348158	False
344967_AT1	344967	False
10170_AT1	10170	True
9249_AT1	9249	True
220074_AT1	220074	False
51099_AT1	51099	True
154141_AT1	154141	False
1733_AT1	1733	True
253558_AT1	253558	False
64748_AT1	64748	True
23175_AT1	23175	True
1735_AT1	1735	True
1734_AT1	1734	True
27284_AT1	27284	True
6819_AT1	6819	True
84513_AT1	84513	False
79948_AT1	79948	False
84274_AT1	84274	False
9890_AT1	9890	True
84787_AT1	84787	False
79813_AT1	79813	True
64900_AT1	64900	False
9663_AT1	9663	True
9757_AT1	9757	True
196051_AT1	196051	False
9869_AT1	9869	True
85465_AT1	85465	False
23646_AT1	23646	True
122618_AT1	122618	False
29072_AT1	29072	True
201164_AT1	201164	False
590_AT1	590	True
80854_AT1	80854	False
55750_AT1	55750	True
387893_AT1	387893	True
84444_AT1	84444	True
4297_AT1	4297	True
91012_AT1	91012	False
204219_AT1	204219	False
10715_AT1	10715	False
58508_AT1	58508	False
253782_AT1	253782	True
55870_AT1	55870	True
29956_AT1	29956	True
10919_AT1	10919	True
6839_AT1	6839	True
79603_AT1	79603	True
64324_AT1	64324	True
56624_AT1	56624	False
6419_AT1	6419	True
170384_AT1	170384	False
23067_AT1	23067	True
56886_AT1	56886	True
54904_AT1	54904	True
2526_AT1	2526	True
152586_AT1	152586	False
148789_AT1	148789	False
200810_AT1	200810	False
55624_AT1	55624	True
64754_AT1	64754	True
56983_AT1	56983	True
79723_AT1	79723	True
644378_AT1	644378	False
55904_AT1	55904	False
644974_AT1	644974	False
8702_AT1	8702	True
9739_AT1	9739	True
8473_AT1	8473	True
55830_AT1	55830	True
7468_AT1	7468	True
3703_AT1	3703	True
83852_AT1	83852	False
8085_AT1	8085	True
283358_AT1	283358	False
51111_AT1	51111	True
55757_AT1	55757	True
60559_AT1	60559	True
23478_AT1	23478	True
146664_AT1	146664	False
28972_AT1	28972	True
2529_AT1	2529	True
360203_AT1	360203	False
90701_AT1	90701	False
9789_AT1	9789	True
57171_AT1	57171	True
4249_AT1	4249	True
25834_AT1	25834	True
7837_AT1	7837	True
140687_AT1	140687	False
137902_AT1	137902	False
8708_AT1	8708	True
9677_AT1	9677	True
23262_AT1	23262	True
201595_AT1	201595	False
26007_AT1	26007	True
83468_AT1	83468	True
158584_AT1	158584	False
84752_AT1	84752	False
283209_AT1	283209	False
145173_AT1	145173	False
23491_AT1	23491	True
124872_AT1	124872	False
84750_AT1	84750	False
221223_AT1	221223	False
338707_AT1	338707	False
1066_AT1	1066	False
1208_AT1	1208	True
146802_AT1	146802	False
168391_AT1	168391	False
55244_AT1	55244	True
345274_AT1	345274	False
116085_AT1	116085	False
8707_AT1	8707	True
123688_AT1	123688	False
51228_AT1	51228	True
51171_AT1	51171	True
284004_AT1	284004	False
79411_AT1	79411	True
51741_AT1	51741	True
27090_AT1	27090	True
129807_AT1	129807	False
441282_AT1	441282	False
2524_AT1	2524	True
10202_AT1	10202	True
2527_AT1	2527	True
10553_AT1	10553	True
121214_AT1	121214	False
374875_AT1	374875	False
2528_AT1	2528	True
113612_AT1	113612	True
56898_AT1	56898	True
493869_AT1	493869	False
1487_AT1	1487	True
64174_AT1	64174	True
100288072_AT1	100288072	False
64180_AT1	64180	True
93517_AT1	93517	False
10728_AT1	10728	True
84869_AT1	84869	True
340811_AT1	340811	False
91179_AT1	91179	False
133121_AT1	133121	False
11102_AT1	11102	True
85007_AT1	85007	False
250_AT1	250	True
8644_AT1	8644	True
10826_AT1	10826	True
251_AT1	251	True
266740_AT1	266740	False
200931_AT1	200931	False
3930_AT1	3930	True
123264_AT1	123264	False
10941_AT1	10941	False
79799_AT1	79799	True
4645_AT1	4645	False
5446_AT1	5446	True
4864_AT1	4864	True
506_AT1	506	True
3069_AT1	3069	True
10632_AT1	10632	True
515_AT2	515	True
10476_AT1	10476	True
513_AT1	513	True
522_AT1	522	True
539_AT1	539	True
9551_AT1	9551	False
516_AT2	516	True
9551_AT3	9551	False
509_AT1	509	True
518_AT3	518	True
27109_AT1	27109	True
518_AT2	518	True
514_AT2	514	True
513_AT2	513	True
4905_AT1	4905	False
515_AT3	515	True
517_AT2	517	True
521_AT1	521	True
509_AT2	509	True
10476_AT2	10476	True
517_AT1	517	True
515_AT1	515	True
522_AT5	522	True
516_AT1	516	True
498_AT3	498	True
267020_AT1	267020	False
522_AT3	522	True
498_AT1	498	True
498_AT2	498	True
518_AT1	518	True
514_AT1	514	True
522_AT2	522	True
9551_AT2	9551	False
522_AT4	522	True
27089_AT1	27089	True
10975_AT1	10975	True
7381_AT1	7381	True
29796_AT1	29796	True
4519_AT1	4519	False
