arm	exchange_id	profiles	B0_low	B0_high	B0_width	B0_shared	B1_mean_width	B1_max_width	B1_location_spread	B1_exploration	B1_all_fixed	B1_constant_across_profiles	B2_mean_width	B2_max_width	B2_location_spread	B2_exploration	B2_all_fixed	B2_constant_across_profiles
ordinal	EX_lys__L_e	11	-10.0	-1.9452265708841594	8.05477342911584	True	2.356162269850218	5.116515027762323	8.054760690910214	0.9999984185519633	False	False	2.35613644994683	5.116494168059516	8.054773169127916	0.9999999677225031	False	False
ordinal	EX_mal__L_e	11	0.0	69.54957388179433	69.54957388179433	True	6.889623493444565e-07	8.789299160226489e-07	1.5656905276400686e-07	2.2511863700288063e-09	True	True	1.4049491193768916e-08	3.058577056799234e-08	1.4434947428289769e-08	2.0754904196570985e-10	True	True
ordinal	EX_met__L_e	11	-10.0	-0.5026982632120802	9.49730173678792	True	4.545746958501356e-05	0.00018636302696872775	8.484765925555704	0.8933870019828742	False	False	1.0719221012226141e-06	2.765108078506273e-06	8.484783768146137	0.8933888806838913	True	False
ordinal	EX_nac_e	11	0.0	12.871302969659153	12.871302969659153	True	1.3081155209716726e-07	1.58173088327861e-07	2.0297385681003213e-08	1.5769487928960398e-09	True	True	2.730531848018365e-09	5.8533365441136265e-09	2.8095271515410683e-09	2.1827837928792595e-10	True	True
ordinal	EX_ncam_e	11	-10.0	0.0	10.0	True	8.60093786629958e-07	8.833200257511892e-07	2.0789501282296764e-08	2.0789501282296764e-09	True	True	1.783842790424333e-08	4.014003304738238e-08	1.9248605562774036e-08	1.9248605562774034e-09	True	True
ordinal	EX_orn_e	11	0.0	75.07460134290598	75.07460134290598	True	3.0105154136292714e-07	6.43362968762218e-07	2.1726561886224177e-07	2.8939963046872952e-09	True	True	6.4958187988476e-09	2.7566961686194257e-08	1.3299216185156699e-08	1.7714667740174928e-10	True	True
ordinal	EX_orot_e	11	0.0	16.576892935524832	16.576892935524832	True	2.3184552619934757e-08	2.5331041812216247e-08	1.776780795585785e-09	1.0718418719940483e-10	True	True	5.003478788681931e-10	1.1788845571643364e-09	5.679018595215271e-10	3.4258643144427536e-11	True	True
ordinal	EX_phe__L_e	11	-10.0	-0.8524036882104262	9.147596311789574	True	2.6252825415836028e-05	7.039842298084409e-05	7.842625392398642	0.8573427515915779	False	False	1.1512892816059859e-06	5.209117968973942e-06	7.84262201738422	0.8573423826406199	True	False
ordinal	EX_pro__L_e	11	-10.0	73.71949939148276	83.71949939148276	True	3.2007843103249396e-06	4.269023437641906e-06	1.0444560549771609e-06	1.2475660539883964e-08	True	True	6.810300557834704e-08	1.8839196092024224e-07	8.14474403476595e-08	9.728610531556235e-10	True	True
ordinal	EX_sbt__D_e	11	0.0	0.0	0.0	True	0.0	0.0	0.0	nan	True	True	2.8494770319648613e-11	1.629286417658709e-10	8.146432088293545e-11	nan	True	True
ordinal	EX_ser__L_e	11	-10.0	57.23433743957334	67.23433743957334	True	6.716189931472111e-08	7.231919596506486e-08	5.265516023200689e-09	7.831587584146354e-11	True	True	1.4681384189171613e-09	3.539545545550027e-09	1.7046382083663048e-09	2.53536849366344e-11	True	True
ordinal	EX_sprm_e	11	0.0	3.3387831585264007	3.3387831585264007	True	4.683122045614452e-09	5.052972792755062e-09	3.6593083636855036e-10	1.0960006055920592e-10	True	True	1.0452926386938583e-10	2.560365329349752e-10	1.23537189159708e-10	3.700066260494501e-11	True	True
ordinal	EX_srtn_e	11	0.0	8.61390890897742	8.61390890897742	True	3.892294084458012e-08	4.616342911615591e-08	6.3355233745453115e-09	7.354992305458938e-10	True	True	8.739019401119404e-10	2.198159840579652e-09	1.0640661397787739e-09	1.2352883586565487e-10	True	True
ordinal	EX_succ_e	11	0.0	115.44565627115217	115.44565627115217	True	1.3704630829603946e-05	3.5862461107427634e-05	2.034179520690639	0.01762023437168458	False	False	6.148756560070917e-07	2.5819409437133345e-06	2.0341781798216303	0.01762022275696427	True	False
ordinal	EX_taur_e	11	0.0	16.909696464552468	16.909696464552468	True	3.1676417248653195e-08	3.506017172281189e-08	3.5558833363300535e-09	2.1028664493086533e-10	True	True	7.007299342851977e-10	1.6758522497754482e-09	8.094161581186508e-10	4.7866983290647307e-11	True	True
ordinal	EX_tchola_e	11	0.0	1.4423577198570345	1.4423577198570345	True	6.952374175760307e-09	7.67305197672848e-09	7.845132081664502e-10	5.43910291716129e-10	True	True	2.392141073228688e-10	4.192926894044348e-10	1.8963699572379822e-10	1.3147708998471953e-10	True	True
ordinal	EX_thr__L_e	11	-10.0	-1.0272564007096072	8.972743599290393	True	3.0141932819794834e-06	4.137989799923858e-06	1.0226867424023567e-06	1.1397703847051147e-07	True	True	6.866043872849109e-08	2.2785566122784928e-07	1.1190358795154509e-07	1.2471501800229191e-08	True	True
ordinal	EX_thym_e	11	0.0	12.751456104250027	12.751456104250027	True	1.4037604558094975e-08	1.546388732603105e-08	1.166151870944304e-09	9.14524475801339e-11	True	True	3.067254807781929e-10	7.037407394536227e-10	3.3870359192993417e-10	2.6561954114169375e-11	True	True
