arm	exchange_id	profiles	B0_low	B0_high	B0_width	B0_shared	B1_mean_width	B1_max_width	B1_location_spread	B1_exploration	B1_all_fixed	B1_constant_across_profiles	B2_mean_width	B2_max_width	B2_location_spread	B2_exploration	B2_all_fixed	B2_constant_across_profiles
magnitude_g0.50	EX_pro__L_e	47	-10.0	73.71949939148459	83.71949939148459	True	2.484124172585922e-06	3.3578733731332022e-06	7.610056258489095e-07	9.089944772487665e-09	True	True	8.361668185275895e-08	2.654661908074729e-07	9.562453961997619e-08	1.1422015219276681e-09	True	True
magnitude_g0.50	EX_sbt__D_e	47	0.0	0.0	0.0	True	0.0	0.0	0.0	nan	True	True	0.0	0.0	0.0	nan	True	True
magnitude_g0.50	EX_ser__L_e	47	-10.0	57.234337439573	67.234337439573	True	9.56327452972486e-08	1.1009668199335465e-07	1.071436450672536e-08	1.5935851998772082e-10	True	True	3.6526439934147113e-09	1.2962072304389949e-08	6.4317244863332235e-09	9.566130538750009e-11	True	True
magnitude_g0.50	EX_sprm_e	47	0.0	3.3387831585263967	3.3387831585263967	True	5.302482679564369e-09	6.035930332404918e-09	5.958992490473296e-10	1.7847797258877254e-10	True	True	2.2963091093474693e-10	7.090060147740771e-10	3.513879399552869e-10	1.052443130539736e-10	True	True
magnitude_g0.50	EX_srtn_e	47	0.0	8.613908908977418	8.613908908977418	True	4.135714969714507e-08	5.528957179356972e-08	1.0458920245636122e-08	1.2141897895780895e-09	True	True	1.448289148305085e-09	4.873744630526994e-09	2.4137992271209774e-09	2.8022112291033346e-10	True	True
magnitude_g0.50	EX_succ_e	47	0.0	115.44565627115206	115.44565627115206	True	4.0509621123246845e-05	0.000854955650694933	3.2592898608773897	0.02823224334419442	False	False	5.489002263400235e-07	2.9668024357221157e-06	3.2592031195197038	0.028231491983246874	True	False
magnitude_g0.50	EX_taur_e	47	0.0	16.909696464552507	16.909696464552507	True	3.358071893485128e-08	4.224358599781374e-08	6.704565515905535e-09	3.9649236341765186e-10	True	True	1.2017419707785797e-09	3.9822962530328e-09	1.9721839217574513e-09	1.16630356191887e-10	True	True
magnitude_g0.50	EX_tchola_e	47	0.0	1.442357719857035	1.442357719857035	True	7.15892844376255e-09	9.021232224560015e-09	1.4574027086610496e-09	1.0104308304360904e-09	True	True	4.4207938399284033e-10	1.0701351413479198e-09	5.263921182257781e-10	3.649525433107909e-10	True	True
magnitude_g0.50	EX_thr__L_e	47	-10.0	-1.0272564007096072	8.972743599290393	True	1.5437185915194528e-06	2.4158430136367315e-06	6.58328942471087e-07	7.336986008640108e-08	True	True	4.9908141019432936e-08	1.5859068636103757e-07	7.849729977138509e-08	8.748416680221758e-09	True	True
magnitude_g0.50	EX_thym_e	47	0.0	12.751456104250083	12.751456104250083	True	1.5773618401976773e-08	1.740602709889278e-08	1.3745107692196336e-09	1.0779245585619878e-10	True	True	5.922254639244096e-10	1.9776890269450376e-09	9.804366133783752e-10	7.688820832403555e-11	True	True
magnitude_g0.50	EX_thymd_e	47	0.0	9.041941601195715	9.041941601195715	True	1.04153063948859e-08	1.137407073769898e-08	8.208484866376823e-10	9.078232561567667e-11	True	True	3.953414158048155e-10	1.322012149904802e-09	6.553562603189848e-10	7.247959445262508e-11	True	True
magnitude_g0.50	EX_ump_e	47	0.0	6.071678091942417	6.071678091942417	True	7.834551646356581e-09	8.450303396370102e-09	5.272833505686636e-10	8.684310047141813e-11	True	True	3.603475384624831e-10	1.0022512759844447e-09	4.963884189618041e-10	8.175473262005602e-11	True	True
magnitude_g0.50	EX_ura_e	47	0.0	16.576892935525386	16.576892935525386	True	2.217216164364568e-08	2.4476907915094637e-08	1.957032762685556e-09	1.1805787551969431e-10	True	True	8.297342646735213e-10	2.736997310078718e-09	1.3566340935424059e-09	8.183886442525358e-11	True	True
magnitude_g0.50	EX_urate_e	47	0.0	9.751113491485452	9.751113491485452	True	8.861243880968383e-09	9.597518711354073e-09	5.983592097773329e-10	6.136316742696232e-11	True	True	3.566282491316039e-10	1.1478211683102221e-09	5.692309421566647e-10	5.837599394712306e-11	True	True
magnitude_g0.50	EX_uri_e	47	0.0	10.811017131864261	10.811017131864261	True	1.2565281227878135e-08	1.3687928060148284e-08	9.707868272598073e-10	8.979606779074672e-11	True	True	4.736497787015419e-10	1.5975043688114626e-09	7.922087499446109e-10	7.327791088311796e-11	True	True
magnitude_g0.50	EX_val__L_e	47	-10.0	-1.158392649860927	8.841607350139073	True	1.1530483273807046e-06	1.4448734688699005e-06	2.695996208501583e-07	3.049215037194766e-08	True	True	3.982960512232881e-08	1.4157411531989794e-07	7.021964520959045e-08	7.941954718050892e-09	True	True
magnitude_g0.50	EX_xan_e	47	0.0	9.751113491485343	9.751113491485343	True	9.126050997149327e-09	9.902487408211215e-09	6.27419918133548e-10	6.434341254272243e-11	True	True	3.5435903770252065e-10	1.1790132610916643e-09	5.846811734932059e-10	5.996045210670028e-11	True	True
magnitude_g0.80	EX_4abut_e	47	0.0	179.01124760682112	179.01124760682112	True	2.616260913878149e-07	3.3849174858311537e-07	6.664618088959167e-08	3.723016390342847e-10	True	True	1.2234276826453515e-08	4.3395034694828614e-08	2.1536090286181553e-08	1.2030579404420023e-10	True	True
magnitude_g0.80	EX_L2aadp_e	47	0.0	10.92607639877498	10.92607639877498	True	9.401960534070762e-08	1.0448374495440963e-07	8.957401449936481e-09	8.19818672596942e-10	True	True	4.1868806406888635e-09	1.5081517125909946e-08	7.473534101970041e-09	6.840089552007861e-10	True	True
magnitude_g0.80	EX_Lkynr_e	47	0.0	8.61390890897742	8.61390890897742	True	4.156654008155019e-08	5.1778644166178966e-08	8.403496233004128e-09	9.755729160597462e-10	True	True	1.70789824534693e-09	5.546759169747946e-09	2.740310067994477e-09	3.181261953140141e-10	True	True
magnitude_g0.80	EX_ala__L_e	47	0.0	161.42590270782023	161.42590270782023	True	3.2577432320336095e-05	0.0009296099322373408	1.4699667568306651	0.009106139300898288	False	False	5.355445233756514e-07	2.585119945663905e-06	1.4700263804529126	0.009106508656876773	True	False
magnitude_g0.80	EX_anth_e	47	0.0	8.613908908977407	8.613908908977407	True	3.6613615438633106e-08	4.420700173590824e-08	6.627525297513039e-09	7.693981173408787e-10	True	True	1.5116550357195223e-09	5.021323209125589e-09	2.48352189451308e-09	2.883153189517428e-10	True	True
magnitude_g0.80	EX_cala_e	47	0.0	16.576892935525013	16.576892935525013	True	2.0305370241106202e-08	2.1944055474132753e-08	1.4558299142766496e-09	8.782284593011649e-11	True	True	8.907139489307917e-10	3.0453238176103526e-09	1.5078031136602813e-09	9.095812583967365e-11	True	True
magnitude_g0.80	EX_chol_e	47	-10.0	5.802857235091036	15.802857235091036	True	1.0457889776760904e-06	1.5855506614315118e-06	3.188120518693438e-07	2.0174329687760874e-08	True	True	4.35862813831777e-08	1.4507283907505553e-07	5.426085580850781e-08	3.433610454191718e-09	True	True
magnitude_g0.80	EX_cholp_e	47	0.0	6.071678091942436	6.071678091942436	True	5.2688535834742556e-08	5.680364953234222e-08	3.0420393219464774e-09	5.010211799573972e-10	True	True	2.2906304068464483e-09	8.083788453184588e-09	4.0045496397912145e-09	6.595457761678022e-10	True	True
magnitude_g0.80	EX_cit_e	47	0.0	62.319508811365665	62.319508811365665	True	1.816538234567833e-06	3.9913779995825485e-06	1.5621432675899747e-06	2.506668132315374e-08	True	True	5.394918780224733e-08	1.25150632006926e-07	5.987071656879132e-08	9.60705848148024e-10	True	True
magnitude_g0.80	EX_cmp_e	47	0.0	0.0	0.0	True	0.0	0.0	0.0	nan	True	True	2.86422232097819e-10	7.231654545471401e-10	3.6158272727357007e-10	nan	True	True
magnitude_g0.80	EX_crn_e	47	-1.0	6.661338147750939e-16	1.0000000000000007	True	2.5920966148571143e-06	3.573838132957946e-05	0.057439752370033646	0.057439752370033605	False	False	2.131217336826869e-07	4.4400430277951905e-06	0.057457799245767084	0.05745779924576704	True	False
magnitude_g0.80	EX_cytd_e	47	0.0	10.811017131864224	10.811017131864224	True	1.2161184485697415e-08	1.317344544681473e-08	8.512444270668748e-10	7.873860680119821e-11	True	True	5.373490318760776e-10	1.8381587366385572e-09	9.098992463917531e-10	8.416407404534862e-11	True	True
magnitude_g0.80	EX_dhap_e	47	0.0	6.071678091942525	6.071678091942525	True	3.43169022376802e-08	3.7153447313199765e-08	2.2483611973493335e-09	3.7030309632736317e-10	True	True	1.4989474037708903e-09	5.3218728786983725e-09	2.636326607032548e-09	4.3420065542195143e-10	True	True
magnitude_g0.80	EX_duri_e	47	0.0	10.811017131864164	10.811017131864164	True	1.2300657415109298e-08	1.3403032644791749e-08	8.973266585502306e-10	8.300113186440793e-11	True	True	5.389055775706331e-10	1.850746986103676e-09	9.162658283355579e-10	8.47529716362187e-11	True	True
magnitude_g0.80	EX_fum_e	47	0.0	75.07460134290349	75.07460134290349	True	3.49358670189727e-05	0.00030241872384095814	1.2706620021921573	0.016925324669902733	False	False	1.852450673650467e-06	2.821828116950087e-05	1.2706650654102774	0.01692536547222556	False	False
