scenario	context	arm_a	arm_b	relative_l1_full_vector	relative_l1_panel_exchanges	reactions_differing	panel_exchanges_differing	max_abs_difference_full	max_abs_difference_panel
half_serum	ME:UACC-257	magnitude_g0.50	magnitude_g0.80	0.048651681734506624	0.018568223636474958	117	9	3.392945847744624	0.5998902605893583
half_serum	ME:UACC-257	magnitude_g0.50	magnitude_g1.00	0.030271039882371984	0.018485293059356613	110	8	0.8405173859040072	0.5972043988940587
half_serum	ME:UACC-257	magnitude_g0.50	magnitude_g1.25	0.16633578071811092	0.13590781345455613	112	8	6.26014923891515	2.6663911497726733
half_serum	ME:UACC-257	magnitude_g0.50	magnitude_g2.00	0.2079741718558373	0.1606936774146724	128	8	7.106073704697811	3.2502586153684057
half_serum	ME:UACC-257	magnitude_g0.50	ordinal	0.6456245213857107	0.48746468281049077	206	11	15.592668054783594	11.801237219977258
half_serum	ME:UACC-257	magnitude_g0.80	magnitude_g1.00	0.03421202091766607	0.007889290225562886	82	7	3.791361165516005	0.16076802671081758
half_serum	ME:UACC-257	magnitude_g0.80	magnitude_g1.25	0.18290985416547198	0.14383087309249906	111	9	6.038057144136591	3.2662814103620317
half_serum	ME:UACC-257	magnitude_g0.80	magnitude_g2.00	0.22527871672423933	0.1684874216464709	130	9	7.1762901081978026	3.850148875957764
half_serum	ME:UACC-257	magnitude_g0.80	ordinal	0.64756473002985	0.484525122157554	222	11	15.878203849396495	11.2013469593879
half_serum	ME:UACC-257	magnitude_g1.00	magnitude_g1.25	0.17100128120638383	0.13602858199846254	90	8	6.728772003604407	3.263595548666732
half_serum	ME:UACC-257	magnitude_g1.00	magnitude_g2.00	0.2117900387301191	0.16070182458836327	111	8	7.1762811516156875	3.8474630142624644
half_serum	ME:UACC-257	magnitude_g1.00	ordinal	0.6582378288790378	0.48510833482233107	219	11	16.073246973195563	11.2040328210832
half_serum	ME:UACC-257	magnitude_g1.25	magnitude_g2.00	0.046168126907763396	0.0246832456001959	82	5	1.1382329640612117	0.5838674655957323
half_serum	ME:UACC-257	magnitude_g1.25	ordinal	0.6442639267145501	0.5572794576974933	219	11	14.907357013175844	14.467628369749931
half_serum	ME:UACC-257	magnitude_g2.00	ordinal	0.6538334357779266	0.5701566323070584	219	11	15.567722540489967	15.051495835345664
half_serum	ME:UACC-62	magnitude_g0.50	magnitude_g0.80	0.049093979501861985	0.017830893247910453	104	7	3.013559982189797	0.6127778662354348
half_serum	ME:UACC-62	magnitude_g0.50	magnitude_g1.00	0.05186932205705914	0.018117508478114584	112	7	2.5382696033332213	0.6023736995029534
half_serum	ME:UACC-62	magnitude_g0.50	magnitude_g1.25	0.03781072835108822	0.0192952557902551	108	7	0.8655748593425567	0.6215130575124661
half_serum	ME:UACC-62	magnitude_g0.50	magnitude_g2.00	0.17237127744692818	0.12739446830496995	126	8	6.576413269452578	2.500813446765672
half_serum	ME:UACC-62	magnitude_g0.50	ordinal	0.6507516537002218	0.41418381680200017	191	9	15.420285630926152	10.358436073683318
half_serum	ME:UACC-62	magnitude_g0.80	magnitude_g1.00	0.006613812013462449	0.0006012389480423953	95	7	0.5138061581454556	0.012756017890501958
half_serum	ME:UACC-62	magnitude_g0.80	magnitude_g1.25	0.01927201581086857	0.001563753560244353	98	7	2.4562561291108516	0.028724347883247958
half_serum	ME:UACC-62	magnitude_g0.80	magnitude_g2.00	0.15233335828661665	0.12787667556447757	112	8	5.350893972197418	2.500813446765636
half_serum	ME:UACC-62	magnitude_g0.80	ordinal	0.650306464171228	0.40399798920637103	176	7	15.420285630926152	9.745658207447883
half_serum	ME:UACC-62	magnitude_g1.00	magnitude_g1.25	0.01807209101627868	0.001770402352123241	101	7	2.176182647545389	0.028546379580028258
half_serum	ME:UACC-62	magnitude_g1.00	magnitude_g2.00	0.1497057270915077	0.12728637916282246	111	8	5.348889066332345	2.500813446765696
half_serum	ME:UACC-62	magnitude_g1.00	ordinal	0.651722442233433	0.404107957056672	196	9	15.420285630926152	9.756062374180365
half_serum	ME:UACC-62	magnitude_g1.25	magnitude_g2.00	0.15525768962249412	0.12674190206665523	86	5	6.006667628711586	2.500813446765613
half_serum	ME:UACC-62	magnitude_g1.25	ordinal	0.6579768769254084	0.40535269209127167	196	9	15.420285630926152	9.736923016170852
half_serum	ME:UACC-62	magnitude_g2.00	ordinal	0.6575422518868388	0.3360496927830935	192	8	15.420285630926152	10.595520976094308
half_serum	OV:IGROV1	magnitude_g0.50	magnitude_g0.80	0.07141666460749119	0.050819892716746765	108	10	1.7650590581198298	0.9694508713601486
half_serum	OV:IGROV1	magnitude_g0.50	magnitude_g1.00	0.09102211945618668	0.051778997676729416	111	10	4.04524923213345	0.9592927017183612
half_serum	OV:IGROV1	magnitude_g0.50	magnitude_g1.25	0.11255564941873036	0.06036889048432614	122	9	3.2174920620206016	1.3396210159330133
half_serum	OV:IGROV1	magnitude_g0.50	magnitude_g2.00	0.18137237889278876	0.09279600683986722	138	10	4.07363710335113	2.1917534136554933
half_serum	OV:IGROV1	magnitude_g0.50	ordinal	0.64010900764666	0.42246170400775573	172	13	16.05150305691447	9.694878216690636
half_serum	OV:IGROV1	magnitude_g0.80	magnitude_g1.00	0.03340969034995099	0.0017368550016916128	102	8	3.7556026870462356	0.028675905795291556
half_serum	OV:IGROV1	magnitude_g0.80	magnitude_g1.25	0.04909778214257126	0.020981048331727255	108	8	2.927845516933387	0.3701701445728647
half_serum	OV:IGROV1	magnitude_g0.80	magnitude_g2.00	0.11821990288355877	0.05932929825476813	124	9	3.783990558263915	1.2223025422953446
half_serum	OV:IGROV1	magnitude_g0.80	ordinal	0.6209453782732569	0.39896678320364776	165	11	15.639319472723852	9.469176236154892
half_serum	OV:IGROV1	magnitude_g1.00	magnitude_g1.25	0.04343597754065566	0.020215192627018222	89	5	1.955305537885617	0.3803283142146521
half_serum	OV:IGROV1	magnitude_g1.00	magnitude_g2.00	0.1088907427428006	0.058565462676783885	107	7	2.7770649835480428	1.232460711937132
half_serum	OV:IGROV1	magnitude_g1.00	ordinal	0.626958163337817	0.39835143939093576	150	8	15.664589132858065	9.456624396079448
half_serum	OV:IGROV1	magnitude_g1.25	magnitude_g2.00	0.07400692979729898	0.038373349883481775	100	7	1.7527662626769471	0.85213239772248
half_serum	OV:IGROV1	magnitude_g1.25	ordinal	0.6159537293814781	0.403793814148585	150	8	15.32982700042874	9.787243810257992
half_serum	OV:IGROV1	magnitude_g2.00	ordinal	0.62829815646538	0.40905433219555026	158	10	15.530322904269433	10.113409992977267
half_serum	OV:NCI/ADR-RES	magnitude_g0.50	magnitude_g0.80	0.18852672873265405	0.2128461203237593	105	7	6.1377389905590505	6.137738988892716
half_serum	OV:NCI/ADR-RES	magnitude_g0.50	magnitude_g1.00	0.20127664317262958	0.21122737602373837	106	6	6.137742071620405	6.137742071620405
half_serum	OV:NCI/ADR-RES	magnitude_g0.50	magnitude_g1.25	0.20420372538745674	0.21122390501783267	103	6	6.137738995917797	6.1377389959177115
half_serum	OV:NCI/ADR-RES	magnitude_g0.50	magnitude_g2.00	0.2667359762048711	0.22202102945930927	119	7	8.02313216990559	3.8531242926942335
half_serum	OV:NCI/ADR-RES	magnitude_g0.50	ordinal	0.6885179495684222	0.6613253021584546	170	10	18.366128569939466	11.191663159253972
half_serum	OV:NCI/ADR-RES	magnitude_g0.80	magnitude_g1.00	0.016368688298867163	0.005994950825780296	72	7	1.1618447977541768	0.130485964185854
half_serum	OV:NCI/ADR-RES	magnitude_g0.80	magnitude_g1.25	0.020786642214772385	0.005994898980822995	69	6	2.104065937070055	0.130485964185997
half_serum	OV:NCI/ADR-RES	magnitude_g0.80	magnitude_g2.00	0.19090096317261504	0.2889697903770875	95	8	10.0	4.304584700278295
half_serum	OV:NCI/ADR-RES	magnitude_g0.80	ordinal	0.6334517861214305	0.544564319695225	170	10	17.930815318242608	9.87517081824856
half_serum	OV:NCI/ADR-RES	magnitude_g1.00	magnitude_g1.25	0.0044222108380806415	3.6641977141118354e-06	24	3	0.9422211393158783	0.00010696159504774982
half_serum	OV:NCI/ADR-RES	magnitude_g1.00	magnitude_g2.00	0.1860032797104458	0.28432290395744053	92	7	10.0	4.304587783005985
half_serum	OV:NCI/ADR-RES	magnitude_g1.00	ordinal	0.6281230780610256	0.5415317891035982	169	10	17.978703481485812	9.891133539329449
half_serum	OV:NCI/ADR-RES	magnitude_g1.25	magnitude_g2.00	0.1860000883653612	0.2843193181495915	87	7	9.999786076810798	4.30458470730329
half_serum	OV:NCI/ADR-RES	magnitude_g1.25	ordinal	0.6268005076548011	0.541535315422455	165	9	17.97859651989114	9.891240500924496
half_serum	OV:NCI/ADR-RES	magnitude_g2.00	ordinal	0.664540166513906	0.5939781993601488	180	9	14.218725654359577	13.040362763062735
half_serum	OV:OVCAR-3	magnitude_g0.50	magnitude_g0.80	0.03614674555641521	0.005200530873624977	114	7	3.0975273046347325	0.07893842933789452
half_serum	OV:OVCAR-3	magnitude_g0.50	magnitude_g1.00	0.015742753075118545	0.005200709916518193	107	7	0.8000000000000007	0.07894130282372691
half_serum	OV:OVCAR-3	magnitude_g0.50	magnitude_g1.25	0.05589343477996083	0.015232860025744102	116	7	3.182747836631413	0.4274698133710242
half_serum	OV:OVCAR-3	magnitude_g0.50	magnitude_g2.00	0.08546723610423942	0.015174481307165835	132	8	4.610570161066626	0.40451863020716416
half_serum	OV:OVCAR-3	magnitude_g0.50	ordinal	0.6846280827726212	0.39841254170898066	206	9	16.056696091239026	10.991124707933304
half_serum	OV:OVCAR-3	magnitude_g0.80	magnitude_g1.00	0.02103534195194714	1.7959460037447726e-07	69	3	3.0688068453268453	5.693816619967151e-06
half_serum	OV:OVCAR-3	magnitude_g0.80	magnitude_g1.25	0.03515738118631585	0.01004023630564027	85	5	3.1827254989755698	0.3517069136529667
half_serum	OV:OVCAR-3	magnitude_g0.80	magnitude_g2.00	0.06368243232179163	0.010805663486820659	102	6	4.540066621301875	0.32875573048910667
half_serum	OV:OVCAR-3	magnitude_g0.80	ordinal	0.6755589466274311	0.3966361959435251	185	6	16.056696091239026	10.915361808215247
half_serum	OV:OVCAR-3	magnitude_g1.00	magnitude_g1.25	0.04153636181248991	0.010040057027816086	84	5	3.182642374891445	0.3517012198363467
half_serum	OV:OVCAR-3	magnitude_g1.00	magnitude_g2.00	0.07209684421964305	0.010805548026799675	101	6	4.5400723569025	0.3287500366724867
half_serum	OV:OVCAR-3	magnitude_g1.00	ordinal	0.6904513149218592	0.39663609358032736	190	6	16.056696091239026	10.915356114398627
half_serum	OV:OVCAR-3	magnitude_g1.25	magnitude_g2.00	0.03274230048001712	0.0033831121976858067	80	6	4.264282508337061	0.07649630113275063
half_serum	OV:OVCAR-3	magnitude_g1.25	ordinal	0.6896839371407525	0.38934371961097214	195	7	16.056696091239026	10.56365489456228
half_serum	OV:OVCAR-3	magnitude_g2.00	ordinal	0.6827450116757166	0.3896809724967948	199	7	16.073676651035967	10.58660607772614
half_serum	OV:OVCAR-4	magnitude_g0.50	magnitude_g0.80	0.08891199352478144	0.04404391801534316	102	9	4.303200257135305	0.9387300600813671
half_serum	OV:OVCAR-4	magnitude_g0.50	magnitude_g1.00	0.08139632834705128	0.04448626266146914	119	9	1.856239847109141	0.9387270199598943
half_serum	OV:OVCAR-4	magnitude_g0.50	magnitude_g1.25	0.09877908417037647	0.05093442733178213	128	9	2.189874694232873	0.8680511614137787
half_serum	OV:OVCAR-4	magnitude_g0.50	magnitude_g2.00	0.19843391090404436	0.09706768783371238	147	9	5.082524432361245	2.188251904598874
half_serum	OV:OVCAR-4	magnitude_g0.50	ordinal	0.5239779621508027	0.39206846296085923	183	13	12.546866634327277	10.006436454368608
half_serum	OV:OVCAR-4	magnitude_g0.80	magnitude_g1.00	0.04625573679195941	0.003441793535866914	88	5	5.054190891522982	0.11419016727102438
half_serum	OV:OVCAR-4	magnitude_g0.80	magnitude_g1.25	0.04650324192833929	0.011691559922133884	95	5	3.0155566312296034	0.31724378989155966
half_serum	OV:OVCAR-4	magnitude_g0.80	magnitude_g2.00	0.12235882180911106	0.053220849106348354	124	7	3.328529028559063	1.2495218445175071
half_serum	OV:OVCAR-4	magnitude_g0.80	ordinal	0.5239498755947699	0.3755050623349791	170	9	11.883275809476395	10.001139574468114
half_serum	OV:OVCAR-4	magnitude_g1.00	magnitude_g1.25	0.04456595655071711	0.015132487615045048	89	5	2.0386620548124625	0.43143395716258404
half_serum	OV:OVCAR-4	magnitude_g1.00	magnitude_g2.00	0.1275643651501451	0.05322033984772638	106	7	5.833515066748921	1.24952488463898
half_serum	OV:OVCAR-4	magnitude_g1.00	ordinal	0.5142012029666047	0.37893457142877557	170	9	11.654895474934293	10.115329741739139
half_serum	OV:OVCAR-4	magnitude_g1.25	magnitude_g2.00	0.12122141019680889	0.05585221409320278	91	6	3.7948530119364583	1.3202007431850955
half_serum	OV:OVCAR-4	magnitude_g1.25	ordinal	0.5143629259626596	0.3659760840645035	173	8	11.76925488053184	9.683895784576555
half_serum	OV:OVCAR-4	magnitude_g2.00	ordinal	0.5434274124738464	0.373230820014963	191	10	11.333433416109726	10.470994053746434
half_serum	OV:OVCAR-5	magnitude_g0.50	magnitude_g0.80	0.054812772694218546	0.023626107768996225	109	6	2.713811590646877	0.4746172705683662
half_serum	OV:OVCAR-5	magnitude_g0.50	magnitude_g1.00	0.0986676170664747	0.06324429901195129	127	10	2.5030610134533586	1.0910307406250515
half_serum	OV:OVCAR-5	magnitude_g0.50	magnitude_g1.25	0.1426355956558412	0.07762492625389439	139	10	3.5114154323778104	1.5556162232410418
half_serum	OV:OVCAR-5	magnitude_g0.50	magnitude_g2.00	0.2167393554243809	0.19768111570579555	157	10	4.631859979926255	3.8256744325259975
half_serum	OV:OVCAR-5	magnitude_g0.50	ordinal	0.674846311506612	0.4370673372261371	208	10	18.530436674518725	13.264187399887376
half_serum	OV:OVCAR-5	magnitude_g0.80	magnitude_g1.00	0.0894774865831225	0.04090158235084985	118	8	4.91071313806296	0.7541379718283387
half_serum	OV:OVCAR-5	magnitude_g0.80	magnitude_g1.25	0.13132898788034525	0.05515953979109456	131	8	4.680783708342546	1.297914501474648
half_serum	OV:OVCAR-5	magnitude_g0.80	magnitude_g2.00	0.19502943563965242	0.18220126423275626	139	9	5.902570885988325	3.7122445578747856
half_serum	OV:OVCAR-5	magnitude_g0.80	ordinal	0.6972794871962449	0.44988862566506505	204	10	19.122530031550134	13.738804670455742
half_serum	OV:OVCAR-5	magnitude_g1.00	magnitude_g1.25	0.049014967664422315	0.02621611126070253	98	8	2.6424008186453194	0.5437765296463093
half_serum	OV:OVCAR-5	magnitude_g1.00	magnitude_g2.00	0.13956796389666318	0.15668234010280452	134	10	2.958106586046448	2.958106586046447
half_serum	OV:OVCAR-5	magnitude_g1.00	ordinal	0.6892469376760592	0.46042886636211394	199	11	17.96218289802289	14.203851688413693
half_serum	OV:OVCAR-5	magnitude_g1.25	magnitude_g2.00	0.11779511827018872	0.13094929528858903	113	8	2.6424008186453194	2.583153290855013
half_serum	OV:OVCAR-5	magnitude_g1.25	ordinal	0.6853185266682275	0.4531163635288546	186	10	17.49336997084832	14.23882062803961
half_serum	OV:OVCAR-5	magnitude_g2.00	ordinal	0.6942019355647892	0.4009871498069184	196	8	16.513227736687607	14.712112589779611
half_serum	OV:OVCAR-8	magnitude_g0.50	magnitude_g0.80	0.16449250646585228	0.09141813169780834	95	7	8.147808040215926	2.9965483679710676
half_serum	OV:OVCAR-8	magnitude_g0.50	magnitude_g1.00	0.149691064929057	0.09141828264227507	88	7	8.147811246561806	2.99653667576176
half_serum	OV:OVCAR-8	magnitude_g0.50	magnitude_g1.25	0.2088498347431413	0.10580817511498762	89	8	9.467655748609143	2.463732686610676
half_serum	OV:OVCAR-8	magnitude_g0.50	magnitude_g2.00	0.2573347052112895	0.17141046585240252	103	7	6.8431750545685635	5.78650381615298
half_serum	OV:OVCAR-8	magnitude_g0.50	ordinal	0.653288087644147	0.572923278555716	198	10	17.01721491451672	8.299003704095282
half_serum	OV:OVCAR-8	magnitude_g0.80	magnitude_g1.00	0.025734595359960775	8.465220443180375e-07	73	6	2.575774124216963	1.5913659144661807e-05
half_serum	OV:OVCAR-8	magnitude_g0.80	magnitude_g1.25	0.12631812984262325	0.08740456937394732	84	7	3.9597943177593127	2.0705415799458216
half_serum	OV:OVCAR-8	magnitude_g0.80	magnitude_g2.00	0.1591136901261287	0.11177194642631795	92	7	8.213135946782536	2.789955448181912
half_serum	OV:OVCAR-8	magnitude_g0.80	ordinal	0.6385071021143306	0.6195195537039715	202	11	16.005891214115938	9.329511981905002
half_serum	OV:OVCAR-8	magnitude_g1.00	magnitude_g1.25	0.11518416165633487	0.0874042073981693	80	7	3.9597846807777084	2.070525666286677
half_serum	OV:OVCAR-8	magnitude_g1.00	magnitude_g2.00	0.16907017365763527	0.11177241541186436	92	7	8.213139153128417	2.7899671403912194
half_serum	OV:OVCAR-8	magnitude_g1.00	ordinal	0.6490457275014648	0.6195192715094031	202	11	16.005883743355508	9.329500289695694
half_serum	OV:OVCAR-8	magnitude_g1.25	magnitude_g2.00	0.16421895853077184	0.14557231131708007	94	8	9.532983655175753	4.67914396211652
half_serum	OV:OVCAR-8	magnitude_g1.25	ordinal	0.6282279172512142	0.5401962240569664	209	11	17.469051756135723	7.440323467970394
half_serum	OV:OVCAR-8	magnitude_g2.00	ordinal	0.6344287693980302	0.6891872838735453	202	10	13.254269146655098	12.119467430086914
half_serum	OV:SK-OV-3	magnitude_g0.50	magnitude_g0.80	0.10790661515347275	0.047355131227355206	119	7	3.1981949635663907	1.1159176973253335
half_serum	OV:SK-OV-3	magnitude_g0.50	magnitude_g1.00	0.1108636467355576	0.049077876850941275	120	9	2.6356419669027153	1.1412136851906616
half_serum	OV:SK-OV-3	magnitude_g0.50	magnitude_g1.25	0.13756741861518548	0.05509267878582955	137	9	2.940427979262751	1.1600350841452864
half_serum	OV:SK-OV-3	magnitude_g0.50	magnitude_g2.00	0.13994774003904176	0.055093070342907176	136	9	4.029553826224346	1.1600351028723312
half_serum	OV:SK-OV-3	magnitude_g0.50	ordinal	0.6638342254903862	0.36965286429594424	221	9	15.252723436569589	9.054139113980696
half_serum	OV:SK-OV-3	magnitude_g0.80	magnitude_g1.00	0.019111288020295828	0.007946119442730663	95	8	1.037732185502065	0.29507380801158317
half_serum	OV:SK-OV-3	magnitude_g0.80	magnitude_g1.25	0.04664200879251765	0.01266097625518355	113	9	3.2136664451572057	0.2950700925204174
half_serum	OV:SK-OV-3	magnitude_g0.80	magnitude_g2.00	0.060479230652978465	0.012660975720813525	117	9	3.3226447256434954	0.2950573549623082
half_serum	OV:SK-OV-3	magnitude_g0.80	ordinal	0.68691034874203	0.3894808360455168	219	9	15.252723436569589	9.961913249713485
half_serum	OV:SK-OV-3	magnitude_g1.00	magnitude_g1.25	0.037099691255791115	0.007356780208146976	119	9	3.207013436523658	0.26671308954214273
half_serum	OV:SK-OV-3	magnitude_g1.00	magnitude_g2.00	0.047841594314938084	0.0073575603335205445	119	9	3.207013436523658	0.26673854641465583
half_serum	OV:SK-OV-3	magnitude_g1.00	ordinal	0.6885635814562006	0.3915270195833615	221	11	15.252723436569589	9.821682785940803
half_serum	OV:SK-OV-3	magnitude_g1.25	magnitude_g2.00	0.033130982491336246	7.817902770344695e-07	38	3	2.387421358295101	2.5456872513096584e-05
half_serum	OV:SK-OV-3	magnitude_g1.25	ordinal	0.70752977185241	0.39716838189163756	205	10	15.458933453637371	9.908164541980664
half_serum	OV:SK-OV-3	magnitude_g2.00	ordinal	0.7073678091942907	0.3971687653718604	210	10	15.458920715833514	9.908177279935853
half_serum	PR:DU-145	magnitude_g0.50	magnitude_g0.80	0.10679165116202641	0.06994501415544949	125	11	3.0640544047514795	1.7791635660579272
half_serum	PR:DU-145	magnitude_g0.50	magnitude_g1.00	0.15994071493279802	0.09229639530069017	122	9	3.816815661685971	2.458032913597143
half_serum	PR:DU-145	magnitude_g0.50	magnitude_g1.25	0.21370666492933868	0.12307703079579749	143	9	5.636983199864395	3.1224371956630943
half_serum	PR:DU-145	magnitude_g0.50	magnitude_g2.00	0.27236681906260113	0.25030382896289716	139	12	5.4602767836827795	5.4602767836827795
half_serum	PR:DU-145	magnitude_g0.50	ordinal	0.6086359757062387	0.3794423524096046	197	10	15.962497461069379	9.26309977508176
half_serum	PR:DU-145	magnitude_g0.80	magnitude_g1.00	0.060329447303961864	0.03098904623917687	72	6	3.816815661685971	0.6788693475392158
half_serum	PR:DU-145	magnitude_g0.80	magnitude_g1.25	0.11997452904968801	0.061749975347130955	87	6	5.636983199864395	1.343273629605167
half_serum	PR:DU-145	magnitude_g0.80	magnitude_g2.00	0.20502230120524184	0.1898701143682159	85	7	6.836235864434324	3.6811132176248518
half_serum	PR:DU-145	magnitude_g0.80	ordinal	0.6044520323458425	0.3838474923504487	178	9	15.846473292514945	7.678709328655662
half_serum	PR:DU-145	magnitude_g1.00	magnitude_g1.25	0.06404827175598116	0.03076406468998032	87	4	1.8201675381784241	0.6644042820659513
half_serum	PR:DU-145	magnitude_g1.00	magnitude_g2.00	0.15985744118978318	0.15961688082941763	88	7	6.986273997679133	3.002243870085636
half_serum	PR:DU-145	magnitude_g1.00	ordinal	0.6009469247929456	0.38001790369213084	174	7	15.584524777475274	7.9406578530977665
half_serum	PR:DU-145	magnitude_g1.25	magnitude_g2.00	0.12461042879676766	0.1294342902294444	96	7	5.951487678359781	2.5831532908548054
half_serum	PR:DU-145	magnitude_g1.25	ordinal	0.5927520969559124	0.3852066448801257	180	7	15.03936174469391	8.4858899720264
half_serum	PR:DU-145	magnitude_g2.00	ordinal	0.5987996323954288	0.3123387973289951	184	9	14.64039800823699	9.34914597497189
half_serum	PR:PC-3	magnitude_g0.50	magnitude_g0.80	0.052239652757003985	0.012909549300366694	84	4	3.556920996056312	0.7073485807185644
half_serum	PR:PC-3	magnitude_g0.50	magnitude_g1.00	0.05325360511385013	0.012909549582442063	89	4	3.5569450262596627	0.7073485780399569
half_serum	PR:PC-3	magnitude_g0.50	magnitude_g1.25	0.06993684091776023	0.012909420832433034	87	4	9.251391145113635	0.7073436885884377
half_serum	PR:PC-3	magnitude_g0.50	magnitude_g2.00	0.15755202226414367	0.11579271960223897	100	5	9.251391145113635	2.50082616669237
half_serum	PR:PC-3	magnitude_g0.50	ordinal	0.6514578638764982	0.4088412025959049	191	7	15.008081689570265	10.571412089368218
half_serum	PR:PC-3	magnitude_g0.80	magnitude_g1.00	0.006568317178991284	7.51093702620739e-10	24	0	0.6775509987406974	2.3029518625428125e-08
half_serum	PR:PC-3	magnitude_g0.80	magnitude_g1.25	0.039794181709856394	3.209687864227544e-07	76	4	5.694470149057323	9.7842605133458e-06
half_serum	PR:PC-3	magnitude_g0.80	magnitude_g2.00	0.13501537077829245	0.12674229562007353	90	5	5.694470149057323	2.5008261666923355
half_serum	PR:PC-3	magnitude_g0.80	ordinal	0.6625456978878994	0.3973614604861631	197	7	14.862222810134371	9.864063508649654
half_serum	PR:PC-3	magnitude_g1.00	magnitude_g1.25	0.04006774447426793	3.2139207040297136e-07	72	4	5.694446118853972	9.778904130453014e-06
half_serum	PR:PC-3	magnitude_g1.00	magnitude_g2.00	0.1328855921562193	0.1267422955024156	86	5	5.694446118853972	2.500826158635049
half_serum	PR:PC-3	magnitude_g1.00	ordinal	0.6587361193430407	0.39736146054783583	195	7	14.862222807455758	9.864063511328261
half_serum	PR:PC-3	magnitude_g1.25	magnitude_g2.00	0.11390221074170154	0.12674202287859507	82	5	3.4718411605161217	2.500826166692317
half_serum	PR:PC-3	magnitude_g1.25	ordinal	0.6383152905315628	0.3973615074722858	192	7	14.862217918004255	9.86406840077978
half_serum	PR:PC-3	magnitude_g2.00	ordinal	0.6472245431306554	0.337874770856397	192	7	14.467986202846767	10.722661468573094
half_serum	RE:A498	magnitude_g0.50	magnitude_g0.80	0.11488053148619948	0.06013672531140941	118	7	4.652086950920089	1.2482492608264084
half_serum	RE:A498	magnitude_g0.50	magnitude_g1.00	0.1255361613584849	0.060140122773066136	128	7	4.613875827609823	1.2482707508384165
half_serum	RE:A498	magnitude_g0.50	magnitude_g1.25	0.15028511372627534	0.06061793174503639	130	7	4.891606431716364	1.3331278546175214
half_serum	RE:A498	magnitude_g0.50	magnitude_g2.00	0.20771368754587352	0.17942869375276937	153	8	4.564234890615506	3.398354337868404
half_serum	RE:A498	magnitude_g0.50	ordinal	0.5788329989074944	0.3692666634091825	175	9	20.48526511318087	8.547114967035352
half_serum	RE:A498	magnitude_g0.80	magnitude_g1.00	0.02006944279225132	4.804736910333077e-06	109	7	0.8961168663352242	8.355506621471331e-05
half_serum	RE:A498	magnitude_g0.80	magnitude_g1.25	0.05027933561251745	0.00729137059551167	115	7	3.144061230283539	0.175278458021495
half_serum	RE:A498	magnitude_g0.80	magnitude_g2.00	0.1156139034510648	0.1201960918182236	137	8	2.9828776757509585	2.5008331510250885
half_serum	RE:A498	magnitude_g0.80	ordinal	0.5876427299387472	0.3822571096946513	186	9	20.48526511318087	9.556928691669548
half_serum	RE:A498	magnitude_g1.00	magnitude_g1.25	0.03640149871304253	0.0072887450224959	103	7	3.144061230283539	0.17532644412438536
half_serum	RE:A498	magnitude_g1.00	magnitude_g2.00	0.10357747474263315	0.12019287610960573	126	8	2.982849146263077	2.5008331510251365
half_serum	RE:A498	magnitude_g1.00	ordinal	0.5870212623217308	0.38225641283510037	186	9	20.48526511318087	9.556976677772438
half_serum	RE:A498	magnitude_g1.25	magnitude_g2.00	0.10900720874248901	0.1195182482539301	112	6	3.4203822078912336	2.500833151025062
half_serum	RE:A498	magnitude_g1.25	ordinal	0.5864542430894847	0.3785239380540849	167	6	20.48526511318087	9.381650233648053
half_serum	RE:A498	magnitude_g2.00	ordinal	0.6015592376178955	0.3354665626448425	172	7	20.48526511318087	9.790370660662786
half_serum	RE:ACHN	magnitude_g0.50	magnitude_g0.80	0.02799060352812512	0.010811173336063504	75	5	0.8000000000000006	0.26787236802156844
half_serum	RE:ACHN	magnitude_g0.50	magnitude_g1.00	0.16804827901348857	0.11357892794938637	88	6	4.211417459793755	3.6779655402782243
half_serum	RE:ACHN	magnitude_g0.50	magnitude_g1.25	0.2550027018184378	0.16350812209013724	98	6	8.280008983241952	5.27794725598725
half_serum	RE:ACHN	magnitude_g0.50	magnitude_g2.00	0.3001938500046636	0.1505973672945506	99	5	7.614829653512752	2.6947939651324466
half_serum	RE:ACHN	magnitude_g0.50	ordinal	0.5627109121306512	0.333290676492709	167	9	13.033782780520857	8.70915687078114
half_serum	RE:ACHN	magnitude_g0.80	magnitude_g1.00	0.1597871672766723	0.1121137818017148	80	6	3.8363796521060154	3.6276008072524792
half_serum	RE:ACHN	magnitude_g0.80	magnitude_g1.25	0.2594091196705808	0.16119979567367262	100	6	7.904510530486596	5.227582522961505
half_serum	RE:ACHN	magnitude_g0.80	magnitude_g2.00	0.3028390492461001	0.14970949715386292	99	5	7.239791845825012	2.667291732672257
half_serum	RE:ACHN	magnitude_g0.80	ordinal	0.57172406660847	0.332699754767569	176	9	12.884568917388506	8.957132779604077
half_serum	RE:ACHN	magnitude_g1.00	magnitude_g1.25	0.11254234784944438	0.05008585170221212	96	5	4.561205813666591	1.5999817157090255
half_serum	RE:ACHN	magnitude_g1.00	magnitude_g2.00	0.19469895868926876	0.12978670469332126	98	5	4.53981198067703	2.630950422500205
half_serum	RE:ACHN	magnitude_g1.00	ordinal	0.5451669068339573	0.36732396170551096	184	10	10.195849894634726	8.921028163822005
half_serum	RE:ACHN	magnitude_g1.25	magnitude_g2.00	0.14521038546343573	0.1535952653175585	83	5	5.611010175866894	2.872093549214327
